,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15
CEP,0.06341259554028505,0.271443002622014,0.1111251121787559,4.249897952121859,2.1820038318837875,0.24591589999999997,0.38679237664540095,0.026482644085084002,-0.04396984999999805,0.294064127962433,0.0265028650352871,0.1534915214494756,-0.10435889258129775,-0.9331470412626639,0.20846281616891016,-3.306523195396549e-06
DSCT,0.0026494363555684,0.21629863756553663,0.8069522110798457,2.530627361758814,2.9550920520725468,0.07537652499999845,0.3483331275466106,0.3621810068685048,-0.0120325000000072,0.4080357923345279,0.00862678012179585,0.108222336932221,-0.16877642987950664,-0.4229244596544588,1.623967771539607e-11,1.6358761151914346e-07
RR,0.1185106821358203,0.23226403638125434,0.1567424337748719,5.056217313802646,1.9362890421612113,0.3719616124999998,0.38570756618734037,0.0238354083656154,-0.2425793999999932,0.2750163367693248,0.033901437473919896,0.0747202934366406,-0.5456366656090634,-0.7179192614156791,0.01636360902956615,2.4648573864265346e-06
RRc,0.0411333814263343,0.2418524791948081,0.1874071431602685,4.247844511489362,4.051102067807157,0.2045903500000001,0.4318181818181818,0.059103447149739,0.0072307000000009,0.1931818181818181,0.0171188197080833,0.083004042278148,0.0160152329532713,-1.309126010561409,0.0013242499143662,-2.490414194183382e-06
