,Feature_0,Feature_1,Feature_2,Feature_3
EA,0.0293220968679111,1.8855606133935103,3.61307140405876,0.0008384108227449
NotEA,0.0179672987572688,-0.027024962402854,-0.36102557879408453,0.02393522928318985
