,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4
EA,0.24559000916906518,0.01915583887134473,1.052110189249069,8.199950123334173,0.1118544080960363
NotEA,0.41471174043782044,0.058733033779968795,1.3882348043202308,27.51563352863034,0.4142509050802268
