Feature Name,Relative Importance
Harmonics_mag_7_r,0.023848238482384876
GP_DRW_tau_r,0.018970189701897077
SF_ML_gamma_r,0.016531165311653183
IAR_phi_r,0.016531165311653162
Harmonics_mag_6_r,0.012737127371273782
Skew_r,0.01084010840108406
Harmonics_mag_1_r,0.010027100271002764
Harmonics_phase_6_r,0.009214092140921459
Psi_eta_r,0.008943089430894358
Rcs_r,0.008401084010840155
MHPS_ratio_r,0.008130081300813052
MHPS_low_r,0.0062330623306233405
Psi_CS_r,0.005962059620596261
SmallKurtosis_r,0.005149051490514955
Harmonics_phase_3_r,0.004336043360433639
Harmonics_phase_2_r,0.002439024390243938
Harmonics_phase_5_r,0.0016260162601626326
Harmonics_mag_2_r,0.0010840108401084293
ExcessVar_r,0.0005420054200542146
PercentAmplitude_r,0.00027100271002714613
Mean_r,0.00027100271002712396
Harmonics_phase_4_r,0.00027100271002712396
AndersonDarling_r,0.0
Autocor_length_r,0.0
Gskew_r,0.0
Q31_r,0.0
Pvar_r,0.0
Eta_e_r,0.0
LinearTrend_r,-0.00027100271002705734
Harmonics_phase_7_r,-0.0005420054200541702
Beyond1Std_r,-0.0005420054200541702
GP_DRW_sigma_r,-0.0008130081300812497
Amplitude_r,-0.0010840108401083404
Period_band_r,-0.0010840108401083625
StetsonK_r,-0.001626016260162544
MedianBRP_r,-0.006775067750677444
