,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5
CEP,4.067889298887767,1.051515144875089,0.492662289519294,1.4074413938854295,0.1732988750000004,0.11237733707871181
DSCT,0.04008238528120864,0.03488755173027602,0.6457256843807007,2.731702833733515,0.09969399999999953,0.050151479755997264
RR,0.11960081021493729,0.1741939217136303,0.25198694097446417,0.5892878449638697,0.13470450624999897,0.03979445982996192
RRc,0.0743474477895254,0.13958496180524188,0.40071393355426466,1.140472443200356,0.05545305000000028,0.0491606933264955
