,Feature_0,Feature_1,Feature_2,Feature_3
CEP,3.296322016473539,3.5194449796583243,0.2462892500000002,15.12521769192982
DSCT,0.08675898859224579,3.5672121998346116,0.07420624999999956,16.47115220270517
RR,0.58038310209606,3.529400898951531,0.37512205000000076,17.07070844128765
RRc,0.3331988806963707,2.6027341203860974,0.2037057749999995,17.196294362102712
