Feature Name,Relative Importance
Period_band_r,0.08982360922659433
Amplitude_r,0.037042062415196766
MHPS_low_r,0.029850746268656702
PercentAmplitude_r,0.02808683853459971
MHPS_high_r,0.02727272727272726
Harmonics_phase_2_r,0.02605156037991858
Harmonics_mag_1_r,0.02605156037991858
Gskew_r,0.0242876526458616
IAR_phi_r,0.022659430122116696
Skew_r,0.020081411126187266
MedianBRP_r,0.019810040705563116
Rcs_r,0.018860244233378586
Harmonics_phase_3_r,0.01791044776119406
StetsonK_r,0.01573948439620084
Mean_r,0.014654002713704217
Harmonics_mag_7_r,0.013975576662143852
Beyond1Std_r,0.013568521031207615
GP_DRW_tau_r,0.012211668928086838
Harmonics_phase_4_r,0.01194029850746271
Psi_CS_r,0.01071913161465401
Harmonics_phase_5_r,0.008412483039348695
SmallKurtosis_r,0.008141112618724545
Harmonics_phase_6_r,0.007191316146539994
Eta_e_r,0.006648575305291704
LinearTrend_r,0.0059701492537313165
MHPS_ratio_r,0.00556309362279509
SF_ML_gamma_r,0.004477611940298487
Harmonics_phase_7_r,0.0029850746268656582
Autocor_length_r,0.002578018995929432
Psi_eta_r,0.0004070556309362261
AndersonDarling_r,-0.0027137042062415073
