,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4
EA,2.4747362264289148,13.438529101089147,0.06274475015216378,8.259514115816541,0.09216634604788179
NotEA,315.5764047398868,14.739244303820458,0.08108515646891883,27.305643877114473,0.060212577875941656
