,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4
EA,1.5953913927078247,1.0,0.1628701594533029,3.412379109527577,0.7068206037554233
NotEA,2.312177538871765,1.0,0.3422083140956582,-0.44170425740254227,0.8332049215164157
