,CEP_conf,DSCT_conf,RR_conf,RRc_conf
0,5.3305489714696295,15.87572003143327,4.819322656507616,4.466989413732612
1,5.376202954446252,6.906236647705281,4.477298418698732,6.445745793232103
2,7.055453604317757,1.1755539886717783,1.8156240632239078,1.4851391269706458
3,7.942829900323304,3.6796958322521016,7.2795897538196686,23.420391352137585
4,5.18809963068552,15.060925575997686,3.851011829181719,3.399729237923321
5,5.043934315323919,12.650056173661088,4.1689424898048575,3.6180575704668594
6,5.847870339640085,5.853572892495343,5.09409387278341,4.66918585843393
7,9.924887053502221,3.7678137988471563,5.869136520899353,15.163818316497014
8,6.4444275378450975,13.350174855531758,5.005448473383253,5.228000222423782
9,7.304810569387809,2.525136225814988,11.226557442809563,4.593818088215296
10,8.738790951001974,3.0764623244610423,13.59923453246786,14.014873525279496
11,5.499747450492905,2.4840049388508048,14.748159916925104,4.916952299799529
12,7.125380986413789,2.598068279909983,31.303186975355363,5.492455374999844
13,2.5564953774406165,1.0259444736645704,1.1302254935213145,1.0693734836542341
14,11.048767157465516,1.1691604953347385,1.7806800400449643,1.4104053790456954
15,6.337690341673122,1.543770849480775,3.769150507945121,2.477189907747835
16,6.689926602803029,14.376577433488684,3.8750949209748913,3.418506925161882
17,6.092307035928218,1.630865257172247,4.170755638734768,3.1203606100999575
18,4.964700525990989,17.995481496782887,4.578081843173195,4.215860162374972
19,6.26845265026163,1.0778370673786686,1.3877813473111298,1.2164603873546425
20,5.141236227824863,7.850287214599394,4.31715160624749,5.2994185805943115
21,4.479151165448574,8.929528947188201,4.104108791980352,4.39765846754669
22,5.429167927687372,22.796320077135416,4.073620723865552,4.045343222700367
23,7.545305174374755,2.2172474884309055,10.364997823230993,5.968977050943467
24,8.49256125753321,12.59190537211488,5.035488691825201,5.7669363083861835
25,15.644762413293442,1.1931370775511234,1.9791926002457718,1.5373439018796005
26,4.457834589962455,10.500438254787069,4.008758150961844,4.058484180070928
27,6.653188627407691,2.8503506348596774,9.267949075298437,5.134686660575162
28,5.6146794076076105,6.678840614098056,4.537723447278495,6.084184572028286
29,5.478023184255002,3.535512069576358,6.813118127541111,29.008266054938886
30,4.369088291485909,7.600012783413583,3.9881951913779425,4.876963348273699
31,5.235271796775458,1.0745647393052078,1.3784223722758848,1.2002664608054812
32,6.606710591623175,2.2889433157456045,11.29316545158466,4.306851905909281
33,13.915103744986641,1.186231072784508,1.9234867145768249,1.5088383266016072
34,17.445691349353773,1.2463363135371164,2.3620275202377843,1.6600475036367515
35,4.248807715783895,9.7191240029932,4.028246491218266,4.802300250203867
36,4.702129552257725,1.3178720683844627,2.3441909122359967,1.7841552213201142
37,6.704208620394668,5.260058984732959,6.348610418977415,13.236644648262699
38,6.727545750878058,1.14546083219032,1.6884588349188094,1.4063951917611863
39,6.397307497827728,3.276109466199762,6.287401026137472,18.2047337921861
40,8.931241613051675,1.5423371676022097,3.94940917556565,2.4511259656806423
41,4.4920956941248145,10.179718680217439,4.111600932462148,4.751462044680772
42,6.34233945526496,1.0940357934834444,1.4716181746828927,1.2599536949516368
43,14.269939277347206,1.1603668680721322,1.8293285987977708,1.4227508662229458
44,6.591515917240523,3.279699179721542,8.107808844134224,12.926754309354905
45,8.1340230854681,2.3417793569896244,22.512702776079074,6.24471723104352
46,7.918015462545409,5.08705045499948,6.578848372891842,14.45630625848983
47,6.974258593004242,3.8333893054615484,7.649521727776904,32.00418165754515
48,6.572866780789422,3.863734712275512,7.6823886257600424,40.76492935201048
49,8.371815470454695,2.6172678761679027,14.39154123882563,7.443863097104737
50,5.561636224933871,2.8376290233777697,9.345372024297259,12.138154993900077
51,7.003545795685986,17.32275259710626,4.213469911311709,3.5041190214009204
52,6.035477284263333,3.6260348429081675,7.2664804513293095,9.850436636896855
53,5.489444164758135,10.515016522238486,3.8623575511300143,3.5978707953268687
54,6.085854935196686,41.3204928451381,4.90350580702449,4.1831789011845695
55,9.489825495862776,1.3807882462538827,2.784766553751629,1.969648839730254
56,8.52104556749302,3.913655309848649,8.555634166338207,21.774469117351213
57,2.605245817390686,1.0246018852789889,1.1244396615326713,1.0666019139002225
58,9.740283766268169,1.223816878676946,2.0765978485646803,1.6581269249744026
59,6.256753625049675,4.111338522434735,7.022969260733374,25.432849585434873
60,6.048772662131799,36.1959694634223,4.552141264172746,3.862543460710482
61,5.883293411875222,2.124689263266034,8.633102878207426,5.881516705298864
62,6.307856738511386,7.148271570579568,4.047027100078943,4.61680993722218
63,6.803220234920237,2.554238409307378,27.479168623227768,5.156593898535553
64,8.210248066810362,1.4249979611306158,3.674647069170863,2.0740698601397303
65,4.207312789595059,1.075141802252787,1.3943319130260912,1.2060899168413985
66,7.654751693922341,13.03224362799735,4.268233105314619,4.584023408161194
67,7.069724732273655,2.303901204673649,13.561388673826299,4.363303142931874
68,8.536977441541179,1.383145203714118,2.7642565797537113,1.9506085070002799
69,5.193596631325107,2.2390766744973893,12.276065773570302,5.376601306577852
70,8.16321976865267,2.4995741681148487,69.51779086157983,5.948932750164894
71,10.736212917742863,3.1093951323270277,6.8328678847274995,13.441363381081466
72,5.096829100876611,3.1125139654754905,6.590368188267428,12.823276325732957
73,4.997371336157116,7.828425255221561,4.313934968375149,5.7467451585066955
74,8.013107614506385,3.7720276056286943,8.279954733150415,22.237775426304147
75,5.455695458099323,3.547320117276648,5.549473440330484,14.903220192512903
76,5.494163920908323,15.79970443600318,4.637329737866305,5.056190730249305
77,10.213165704047046,1.642961402429624,4.185124884319574,2.6633146909915855
78,9.21285913338142,1.1171729926055056,1.5945646413054968,1.3143924605818473
79,4.1924694373369595,2.8400238137637324,6.977222521338069,5.594239530121714
80,6.099005761079988,3.2456911321496533,7.278332659917899,11.305983289273632
81,7.222204889690012,2.0421989208120674,10.632632562180309,3.9245457854649923
82,4.430918714352959,13.787381308180276,4.095563714501563,4.258572967936152
83,8.352853220740817,1.1088954478402815,1.5459900755016984,1.2984737293220499
84,6.643968442122174,12.463949947363758,5.2985391770217065,5.258909525210523
85,5.185231304184071,14.192844283024153,3.9829655041922436,3.5772004005634077
86,20.87995184544823,1.284088907291431,2.6044179179545464,1.768305791742029
87,6.398376026720225,8.283973288296652,4.8214870792670315,5.253921185276381
88,10.443111634141363,1.2529403683893767,2.2911896667987137,1.7281480065051191
89,10.615302711618295,3.163623165973315,14.579090582793757,8.036866331243967
90,6.181676327481479,3.4284529311829455,4.963896991115155,7.112449403635746
91,4.345669191331738,8.93582642554031,3.4017431099087836,3.2666129823940095
92,5.96580642302992,3.238522126418824,7.973212200451038,21.87188961659765
93,8.334349230174565,4.534958882621573,8.139633476330912,26.013764123423513
94,5.616540777208712,3.091331520562617,6.554249196373954,12.99796879964701
95,9.174366416797106,3.8983029147599417,5.90314155241131,10.665495096895556
96,5.873482029593827,2.3071053410287523,8.583466896014817,4.162550233161254
97,4.521577743489205,12.263422389461281,4.2577541007211,4.830906550256368
98,8.930235810122147,3.882547640556023,7.751045509085374,16.859441402894344
99,7.170573577094341,8.894514960102882,5.382956330076018,6.352568503229989
100,6.008028414696719,1.1835326365335421,1.8517099547247502,1.530089225725507
101,5.660768089225013,3.0488427096989006,9.038210824291696,8.063718957586895
102,6.526702338829221,3.3308160157764406,8.307298934846816,27.70981684936357
103,5.920995042784086,3.1835941178777505,7.642282189241347,10.176329622731398
104,10.839000521041864,2.750889760687053,12.466023222161825,6.592424603347171
105,6.616623571197356,3.130263333802795,9.156388111552813,12.782444552533647
106,9.40525366204491,1.3871352286620597,3.5114203529798997,2.0575439680483725
107,7.745858920361163,1.3581717695176045,2.8394837699133535,2.0576202210838956
108,5.138382980703177,2.414981776682388,6.509388284306352,4.041689669926066
109,7.089008426383456,2.465496091379343,12.986460889455149,6.796418077064411
110,6.8568440660747045,2.6708062325680975,14.447920588458246,5.128442439410348
111,11.491959252843328,1.1401783637341183,1.675996243740332,1.379073151367003
112,6.191554263935518,6.324694640227161,4.1841307140844695,4.2213267522056706
113,11.260188649113795,1.219942874277534,2.2594436359763415,1.5915717393699618
114,5.8795878742569885,18.999748530121746,4.022206240656198,4.151303896391976
115,6.8732612554618235,3.879682346106842,6.606694072018754,24.572754015859047
116,4.659474586099954,1.6855870640363961,4.443094359282258,2.9967364075790948
117,8.297368808511596,3.61651833586714,5.745435736673556,17.190327610326584
118,9.807179304339513,9.508234653210286,4.819610748171064,6.120363429865065
119,4.208927921730366,1.0470294894804613,1.2399700365530426,1.1249895630530127
120,7.658787512142353,1.5909035532327118,3.6692668817145324,2.3737852805255995
121,6.612516602791413,2.3957340817088695,24.719799502697512,6.355386510990069
122,6.270065085970773,10.438550619806984,4.983830103366448,5.965703346591477
123,11.245120415387618,1.2049292904251603,2.0790695645472304,1.5829208552677654
124,5.878051475774016,3.7701825819302495,6.857158834463613,16.52514937582153
125,5.075987012868175,8.167382062149354,3.3492057218912907,3.9603531256129676
126,9.884224337756757,1.1418499696692677,1.7485949606961175,1.3685856748953142
127,7.786072864368555,2.21617814918656,7.525729674700158,3.966180409897863
128,10.613719134702098,1.16438915502086,1.8678237616617017,1.4433732460212503
129,6.020974613367985,11.210405553382738,3.629314514170154,3.1295938738659146
130,7.425725219132615,3.5986747126172216,8.076308212033068,20.42048222775288
131,6.0881584329347245,17.263631310589624,5.123947880680682,5.98784362511129
132,6.165293561449341,16.01875451501558,5.032497198592236,4.554856433833561
133,9.19041200619447,1.1980623408931768,2.0853194489767195,1.5573988079494083
134,4.255677710932494,12.356971396028081,4.110369464319073,4.288421199017746
135,4.669461664175076,7.926823211537974,3.803478165324966,4.5951428579510845
136,6.796544450549328,1.1480823113957808,1.780734790416707,1.4135852324325557
137,4.7314474831581075,1.0536991305952217,1.275338117005115,1.1417837595917506
138,4.39944420951619,7.2658982799464615,3.0633472182555623,2.967531239421248
139,7.579565656812678,2.533907802833052,24.745446885094076,7.169477325382336
140,7.86160424174009,1.707920928400023,4.562115482431134,3.142299259410705
141,11.832479558555983,2.4625633474059105,24.73131023149159,6.650272010704825
142,6.936531425137051,3.7512255859128625,8.45195724654945,47.177707530218385
143,6.081972489417223,2.9813926636716377,5.1392859121163905,12.749228414193775
144,8.975989087836282,2.7723541021802953,20.647976032022346,9.069606990010817
145,6.880376961102096,1.424915247996595,3.733905910425835,2.2037691873917113
146,7.2228025629201875,3.043180900605053,9.25443393021416,13.564335619194697
147,7.390933464001537,2.650080871262787,28.51157899005823,5.607806459106204
148,10.722026241398918,1.237115719808115,2.3290918074103404,1.6588186629441628
149,14.2540956610192,2.224611733805107,12.470913887354593,4.952614767726567
150,9.085478003090133,2.2393702769025956,17.330079628917026,4.457530179375269
151,9.823736326756242,1.1328363127829126,1.6641230090527177,1.348362363580252
152,10.340685539576828,2.4422878183150627,24.695140453735366,5.229838310452115
153,6.148275812697007,2.356067590284293,17.843239604425925,6.425373095152046
154,10.711295674514155,2.227951365475444,11.700263273513157,4.797203156803588
155,5.434345035404161,3.397575779977516,5.973670472245378,15.187844554252019
156,4.711136645198159,3.5824314321981436,5.549589781761597,15.26169570673008
157,6.3181476273342145,2.4291635803468328,26.881297707107628,5.692024692263257
158,6.327039473505485,1.2702941808600114,2.226003490122848,1.737001943126533
