,Feature_0,Feature_1,Feature_2,Feature_3
CEP,3.464140408281694,0.16513455399567423,6.850022877916105,2.2191741969765255
DSCT,2.8799651197624203,0.011818361271808572,0.03135010085118775,618842.9380302171
RR,3.934228484244912,0.17002348572704246,0.4404123537332366,0.9097141880245756
RRc,3.329712516337722,0.04013033574538304,0.1379688727389869,0.64358115994306
