Feature Name,Relative Importance
Period_band_r,0.003663500678426035
AndersonDarling_r,0.0021709633649932085
MHPS_low_r,0.001899592944369055
MHPS_high_r,0.0013568521031207537
Gskew_r,0.0012211668928086782
Amplitude_r,0.0009497964721845275
Rcs_r,0.0006784260515603768
Psi_eta_r,0.0005427408412483015
Eta_e_r,0.0005427408412483015
IAR_phi_r,0.0005427408412483015
PercentAmplitude_r,0.0004070556309362261
Harmonics_phase_2_r,0.00027137042062415074
Harmonics_phase_7_r,0.00027137042062415074
LinearTrend_r,0.00027137042062415074
SF_ML_gamma_r,0.00027137042062415074
Beyond1Std_r,0.00027137042062415074
MedianBRP_r,0.00027137042062415074
Autocor_length_r,0.00013568521031207537
Harmonics_phase_3_r,0.00013568521031207537
Harmonics_mag_7_r,0.00013568521031207537
Mean_r,0.00013568521031207537
Harmonics_phase_4_r,0.0
Harmonics_phase_5_r,0.0
Harmonics_mag_1_r,0.0
Skew_r,0.0
GP_DRW_tau_r,0.0
SmallKurtosis_r,0.0
StetsonK_r,0.0
MHPS_ratio_r,0.0
Harmonics_phase_6_r,-0.00013568521031207537
Psi_CS_r,-0.0005427408412483015
