,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5
CEP,6.393705273550724,2.072093116355172,0.8500338455322888,1.3028243364604852,0.10376648701089904,0.07674370360963094
DSCT,0.03808250056065442,618842.9380474188,1.0745090761166591,1.7185461524681085,0.06754716108888513,0.03831311103374435
RR,0.9485755304729404,0.901059152385591,0.21951032305559803,0.5545356563650727,0.0969134651681737,0.05076978595801198
RRc,0.12029004608861395,0.5043127036862294,0.8790378120406519,0.9966444820385849,0.05018255827757177,0.04578919536006233
