,Feature_0,Feature_1,Feature_2,Feature_3
CEP,4.067889298887767,2.512509830115697,0.1732988750000004,3.046129940888136
DSCT,0.04008238528120864,2.9990716509839292,0.09969399999999953,2.111175842883993
RR,0.11960081021493729,1.8949195044593616,0.13470450624999897,1.628062588739482
RRc,0.0743474477895254,2.842811425372089,0.05545305000000028,2.2511762491667255
