,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8
BYDra,2.053853750228882,1.143682647523414,0.1818698436388139,1.306370131056839,2.83404320144258,0.5504939630159091,0.1838415011268015,0.0414877536540984,0.3125183943797943
RSCVN,2.213425636291504,1.1265102765799637,0.21416837612487916,1.0418165972121392,3.079778638073492,0.5458772015417619,0.1696720864148541,0.02099388184137915,0.1081716248793892
