Feature Name,Relative Importance
SmallKurtosis_r,0.0002710027100271184
Harmonics_phase_3_r,-0.001355013550135481
Harmonics_phase_4_r,-0.0021680216802167753
Pvar_r,-0.002439024390243877
Harmonics_phase_5_r,-0.0027100271002709676
Period_band_r,-0.0029810298102980804
Harmonics_phase_6_r,-0.0032520325203251764
Eta_e_r,-0.0035230352303522727
Mean_r,-0.0035230352303522784
Beyond1Std_r,-0.0035230352303522784
Amplitude_r,-0.003523035230352284
Harmonics_mag_1_r,-0.0037940379403793856
MHPS_low_r,-0.0037940379403793856
Skew_r,-0.004065040650406482
Psi_eta_r,-0.0043360433604335835
Psi_CS_r,-0.004878048780487776
StetsonK_r,-0.004878048780487793
SF_ML_gamma_r,-0.005149051490514889
Harmonics_phase_7_r,-0.005420054200541979
MHPS_ratio_r,-0.005420054200541979
Gskew_r,-0.005420054200541979
Autocor_length_r,-0.005691056910569081
Harmonics_mag_6_r,-0.005962059620596189
Harmonics_phase_2_r,-0.006233062330623279
LinearTrend_r,-0.006233062330623285
Harmonics_mag_7_r,-0.0065040650406503865
PercentAmplitude_r,-0.006775067750677493
IAR_phi_r,-0.007588075880758788
GP_DRW_sigma_r,-0.007588075880758794
GP_DRW_tau_r,-0.008130081300812992
Rcs_r,-0.008130081300812992
MedianBRP_r,-0.008672086720867195
ExcessVar_r,-0.008672086720867195
Harmonics_mag_2_r,-0.00894308943089429
Q31_r,-0.009214092140921398
AndersonDarling_r,-0.015447154471544688
