Feature Name,Relative Importance
SmallKurtosis_r,0.06314363143631438
Gskew_r,0.053929539295392945
Skew_r,0.04715447154471545
SF_ML_gamma_r,0.007317073170731714
Harmonics_phase_2_r,0.006233062330623329
Beyond1Std_r,0.004336043360433628
MHPS_ratio_r,0.0037940379403794246
StetsonK_r,0.0035230352303523226
Rcs_r,0.0035230352303523226
Harmonics_phase_4_r,0.003252032520325221
PercentAmplitude_r,0.002439024390243916
MHPS_low_r,0.0016260162601626105
Amplitude_r,0.0016260162601626105
Mean_r,0.0016260162601626105
Psi_eta_r,0.0013550135501355087
GP_DRW_tau_r,0.0013550135501355087
Harmonics_phase_6_r,0.001084010840108407
Harmonics_phase_5_r,0.001084010840108407
Eta_e_r,0.00027100271002710173
Harmonics_phase_3_r,0.00027100271002710173
Pvar_r,0.0
Period_band_r,0.0
Psi_CS_r,0.0
Autocor_length_r,0.0
AndersonDarling_r,0.0
Harmonics_phase_7_r,0.0
IAR_phi_r,-0.00027100271002710173
Harmonics_mag_1_r,-0.0008130081300813053
MHPS_high_r,-0.0013550135501355087
LinearTrend_r,-0.008943089430894302
