Feature Name,Relative Importance
Period_band_r,0.16065128900949793
MHPS_low_r,0.061601085481682506
Amplitude_r,0.05807327001356849
MHPS_high_r,0.05318860244233377
Gskew_r,0.045454545454545456
Harmonics_phase_2_r,0.03459972862957935
Harmonics_mag_1_r,0.03392130257801899
PercentAmplitude_r,0.030664857530529145
IAR_phi_r,0.02727272727272726
Skew_r,0.0237449118046133
Harmonics_phase_3_r,0.023066485753052923
MedianBRP_r,0.02143826322930802
StetsonK_r,0.019267299864314802
Rcs_r,0.018317503392130275
Harmonics_mag_7_r,0.015196743554952508
Beyond1Std_r,0.011533242876526429
Mean_r,0.010719131614653987
Eta_e_r,0.009905020352781513
Harmonics_phase_4_r,0.009226594301221146
GP_DRW_tau_r,0.008005427408412447
AndersonDarling_r,0.0071913161465400055
Psi_CS_r,0.006377204884667542
Harmonics_phase_5_r,0.0056987788331071655
SmallKurtosis_r,0.004341926729986412
Harmonics_phase_6_r,0.003663500678426035
LinearTrend_r,0.0029850746268656582
Harmonics_phase_7_r,0.0009497964721845275
Psi_eta_r,0.0005427408412483015
Autocor_length_r,-0.00013568521031207537
MHPS_ratio_r,-0.00027137042062415074
SF_ML_gamma_r,-0.0027137042062415073
