,Feature_0,Feature_1,Feature_2,Feature_3
CEP,6.393705273550724,0.007299202043666738,0.8500338455322888,0.27060382841186065
DSCT,0.03808250056065442,0.013269823131707237,1.0745090761166591,0.0735724678205676
RR,0.9485755304729404,0.013609062077547076,0.21951032305559803,0.124985634979489
RRc,0.12029004608861395,0.004802857745905399,0.8790378120406519,0.13110919826139733
