,Feature_0,Feature_1,Feature_2,Feature_3
EA,1.8397867319802943,0.01583581414735249,0.12560650485493338,0.25597399402421384
NotEA,352.4135234670356,0.7114227311600273,0.532708768038437,0.5062677981124083
