,Feature_0,Feature_1,Feature_2,Feature_3
EA,1.6245665550231934,0.0173200890421867,0.2177567749999998,0.2895602499999938
NotEA,2.322780966758728,0.0246453341096639,0.1637198875000001,-0.00163175000000845
