Feature Name,Relative Importance
Skew_r,0.005149051490514906
Pvar_r,0.0
MHPS_ratio_r,-0.003252032520325199
Harmonics_phase_2_r,-0.003252032520325199
Harmonics_phase_4_r,-0.003252032520325204
Period_band_r,-0.003523035230352295
AndersonDarling_r,-0.006775067750677493
Harmonics_phase_5_r,-0.007046070460704606
Amplitude_r,-0.0073170731707317025
Gskew_r,-0.007859078590785901
Autocor_length_r,-0.008943089430894302
MHPS_low_r,-0.0094850948509485
PercentAmplitude_r,-0.009756097560975608
Harmonics_phase_6_r,-0.010027100271002698
Harmonics_mag_1_r,-0.011653116531165292
Mean_r,-0.011653116531165308
SmallKurtosis_r,-0.011653116531165308
GP_DRW_tau_r,-0.012466124661246598
Harmonics_phase_7_r,-0.012466124661246608
SF_ML_gamma_r,-0.013550135501355004
Psi_CS_r,-0.013821138211382106
LinearTrend_r,-0.014363143631436315
Rcs_r,-0.015447154471544716
MHPS_high_r,-0.017073170731707298
Harmonics_phase_3_r,-0.01788617886178861
Eta_e_r,-0.01951219512195121
Psi_eta_r,-0.020867208672086718
IAR_phi_r,-0.021409214092140916
StetsonK_r,-0.024932249322493216
Beyond1Std_r,-0.027371273712737114
