,Feature_0,Feature_1,Feature_2,Feature_3
EA,1.3918242454528804,0.07714961688050531,0.15559767499999919,1.2842710342313401
NotEA,4.250203460454941,0.1833972504032846,0.2597311749999998,0.608750703323628
