,Feature_0,Feature_1,Feature_2,Feature_3
CEP,3.334801590198654,0.1111251121787559,1.8886363378299347,0.20846281616891016
DSCT,0.08406616824136526,0.8069522110798457,2.323175223779269,1.623967771539607e-11
RR,0.5828228716132076,0.1567424337748719,2.2056627377658256,0.01636360902956615
RRc,0.3339426243121591,0.1874071431602685,1.541492288840514,0.0013242499143662
