,Feature_0,Feature_1,Feature_2,Feature_3
CEP,6.850022877916105,0.2675547196175143,0.8653178577145517,0.27518333448421234
DSCT,0.03135010085118775,0.42782881153973806,1.0040727457380587,0.07531337811568091
RR,0.4404123537332366,0.2834907913346875,0.22872549447905266,0.12851718761024467
RRc,0.1379688727389869,0.291822338069958,0.8823340698115756,0.15012516675754584
