,Feature_0,Feature_1
CEP,4.067889298887767,0.18285548751538946
DSCT,0.04008238528120864,0.19505030944813034
RR,0.11960081021493729,0.13917670632861423
RRc,0.0743474477895254,0.13482013900443668
