,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6
CEP,3.464140408281694,6.850022877916105,0.2675547196175143,0.10591450886434353,1.9507546185628761,0.07958693825858884,0.27518333448421234
DSCT,2.8799651197624203,0.03135010085118775,0.42782881153973806,0.06430930757050088,1.469515562435724,0.03957609203373829,0.07531337811568091
RR,3.934228484244912,0.4404123537332366,0.2834907913346875,0.09621529775049437,1.4996413261471397,0.04834114324241637,0.12851718761024467
RRc,3.329712516337722,0.1379688727389869,0.291822338069958,0.04665157915741497,1.6061858857573434,0.043364608852049326,0.15012516675754584
