,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6
CEP,2.2678232192993164,3.296322016473539,0.1122865022059612,0.2462892500000002,15.12521769192982,0.158732616496395,0.2069683744506664
DSCT,1.6397782564163208,0.08675898859224579,0.8248920933043492,0.07420624999999956,16.47115220270517,0.1058447001630966,4.0073880516006835e-11
RR,1.5264011025428772,0.58038310209606,0.14368195504289621,0.37512205000000076,17.07070844128765,0.07568355919265604,0.01526305372038275
RRc,1.513747751712799,0.3331988806963707,0.1779301826207963,0.2037057749999995,17.196294362102712,0.08115986952202031,0.0008350642999787
