Feature Name,Relative Importance
Beyond1Std_r,0.08292682926829269
MHPS_ratio_r,0.03550135501355012
IAR_phi_r,0.03495934959349593
GP_DRW_tau_r,0.03387533875338751
SF_ML_gamma_r,0.02737127371273711
MHPS_low_r,0.02086720867208671
StetsonK_r,0.019512195121951202
Harmonics_mag_1_r,0.017886178861788615
Period_band_r,0.015718157181571803
LinearTrend_r,0.013821138211382079
AndersonDarling_r,0.011111111111111094
MHPS_high_r,0.008130081300812997
Skew_r,0.007046070460704578
PercentAmplitude_r,0.004878048780487765
Harmonics_phase_5_r,0.0027100271002710175
SmallKurtosis_r,0.00189701897018969
Autocor_length_r,0.0005420054200542035
Rcs_r,0.0002710027100270906
Pvar_r,0.0
Psi_eta_r,-1.1102230246251566e-17
Amplitude_r,-2.2204460492503132e-17
Gskew_r,-3.3306690738754695e-17
Eta_e_r,-0.00027100271002711285
Psi_CS_r,-0.001084010840108407
Harmonics_phase_7_r,-0.0013550135501355087
Harmonics_phase_6_r,-0.0018970189701897123
Harmonics_phase_4_r,-0.0037940379403794246
Harmonics_phase_2_r,-0.0043360433604336165
Harmonics_phase_3_r,-0.005420054200542024
Mean_r,-0.008130081300813052
