,Feature_0,Feature_1,Feature_2,Feature_3
EA,2.895060913859262,2.5002465369445948,0.06274475015216378,0.017451377924705355
NotEA,1.7855796097645324,1.7700100624260169,0.08108515646891883,0.051184381547925144
