Feature Name,Relative Importance
SmallKurtosis_r,0.07235772357723583
Gskew_r,0.028997289972899777
Skew_r,0.0035230352303523447
Harmonics_phase_3_r,0.0018970189701897123
Harmonics_phase_2_r,0.0016260162601626216
Beyond1Std_r,0.0013550135501355308
Amplitude_r,0.0013550135501355087
Rcs_r,0.0
AndersonDarling_r,0.0
Harmonics_mag_1_r,0.0
Pvar_r,0.0
Harmonics_phase_5_r,0.0
Harmonics_phase_6_r,0.0
Period_band_r,0.0
Harmonics_phase_7_r,0.0
Autocor_length_r,0.0
Eta_e_r,0.0
StetsonK_r,0.0
Mean_r,0.0
Psi_CS_r,0.0
GP_DRW_tau_r,-0.0005420054200541591
MHPS_high_r,-0.0005420054200541702
PercentAmplitude_r,-0.000813008130081272
Psi_eta_r,-0.001626016260162555
Harmonics_phase_4_r,-0.002168021680216725
LinearTrend_r,-0.0021680216802167475
MHPS_ratio_r,-0.0027100271002709507
MHPS_low_r,-0.0037940379403793357
IAR_phi_r,-0.007046070460704557
SF_ML_gamma_r,-0.014092140921409157
