,Feature_0,Feature_1,Feature_2,Feature_3
EA,5.5303767230762935,2.932999159384248,0.1594533029612756,0.0293220968679111
NotEA,3.5428308373133746,2.658298595383013,0.3372262360107664,0.0179672987572688
