,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9
CEP,0.04566412209999562,6.850022877916105,2.2191741969765255,0.07893718866648124,1.6083898154900387,0.07923453203692819,0.2910067128417766,0.16322487171442343,0.07958693825858884,0.27518333448421234
DSCT,0.0077297869603922785,0.03135010085118775,618842.9380302171,0.04553637722059873,1.7293258589495188,0.05331301175508911,0.35066876368562017,0.05400209074299816,0.03957609203373829,0.07531337811568091
RR,0.07270372773816099,0.4404123537332366,0.9097141880245756,0.06403332606525375,1.49084191491822,0.055464506950235457,0.11763692139274022,0.173468457240853,0.04834114324241637,0.12851718761024467
RRc,0.016260173368293215,0.1379688727389869,0.64358115994306,0.03305371425704417,1.7268027925719234,0.061337102864549,0.3731192348486361,0.06231132493790772,0.043364608852049326,0.15012516675754584
