,CEP_dist,DSCT_dist,RR_dist,RRc_dist
0,0.04585012157792423,0.17048667929333483,0.03671093505701106,0.021109164072986464
1,0.013886221666362886,0.5591082350445045,0.12021639483856361,0.3071779392890701
2,0.022244241703296308,0.08478496447354544,0.06239200436045156,0.05052428236904172
3,0.04397404085169765,0.20505697788872657,0.041556672916097215,0.006737395603999885
4,0.028592071744656056,0.23747786997454967,0.025817634647819054,0.011134558544571682
5,0.06740105210527547,0.12500436993440067,0.08098034930357778,0.03322944190577426
6,0.09316423711731181,0.03321791638183891,0.18847538126597674,0.173068455610206
7,0.1231856199789293,0.6380969983998597,0.5723475849376961,0.6436793510899386
8,0.0784525005920561,0.2003232105320506,0.1941300448798262,0.08153245039265555
9,0.19186256124678236,0.6368432615236347,0.5135388193733796,0.5878151420398421
10,0.13087077713586348,0.09588929024318427,0.2551361236090899,0.10459902859942594
11,0.15886507129382021,0.5503953534289298,0.02002941262047442,0.2614368580486027
12,0.5597905359179944,0.8031389973489795,0.519819009994321,0.4262317051062534
13,0.03997835687342888,0.5782845926048077,0.13025100843398962,0.32685429050712345
14,0.06577274572053671,0.6120914496605254,0.3158843484039673,0.48945264890784346
15,0.058234584407614864,0.2668825675425297,0.0626308192732361,0.04857128445153902
16,0.21284858916874272,0.07903673455618387,0.3926659631053129,0.20266673572990246
17,0.052642560828928486,0.1679116686915052,0.04757415198054171,0.005337102709308761
18,0.38245998268462755,0.6949205191322209,0.2054041653925851,0.4706273672907163
19,0.08401050784468889,0.04484324971119302,0.09403867444892977,0.07611227332755266
20,0.015806078623700648,0.44600979389725093,0.05760230561309654,0.15531645302704689
21,0.05277401317036623,0.25473848294892276,0.10185465663701643,0.09795000216070171
22,0.05209377273050986,0.1704829511542031,0.08269543675056856,0.025900610628228682
23,0.1291743298339959,0.6477963933086762,0.6312965934794923,0.6526744525852566
24,0.03130164462947416,0.35167334124937866,0.0614866621850394,0.06924460727988047
25,0.07986142917927697,0.37305052567513763,0.02280043560316991,0.12628221638681536
26,0.048446123601505686,0.37343689012842696,0.0019237962033675782,0.09845109599925672
27,0.0831062891867701,0.0068047446839405445,0.15164954889462234,0.09529227915124083
28,0.09998393213960455,0.0028662941744173054,0.20126913297130022,0.12326050696890689
29,0.0784939515089802,0.04866543471014817,0.11372041958634238,0.0772708097995155
30,0.16719278953402916,0.017902382384826,0.2963721926534191,0.14382212260868055
31,0.05373874387438937,0.2419183183759549,0.10824374854457841,0.07033081190505142
32,0.020181568472408484,0.6140111620960443,0.3282321106970121,0.5242370893149808
33,0.031177921674108933,0.5181854633229057,0.05848202412031678,0.22090148812149646
34,0.07755201882828378,0.031969387261475246,0.08596777014882673,0.078332515480796
35,0.10639024434406585,0.47667834811646714,0.2659511855857448,0.2970214794102566
36,0.036316291524123745,0.3443638507050091,0.0043881475797644676,0.0673974299846738
37,0.1424244978511705,0.4976691799921046,0.026359750206530363,0.23844963103637595
38,0.05777053134810484,0.1996761761196476,0.05629522467774495,0.0335491438256309
39,0.07091873844744268,0.4012060664200875,0.009391950557944395,0.14701181421796017
40,0.0520376690315002,0.3212137404213825,0.08676675055064575,0.06643248426684645
41,0.03304642576956296,0.5915246918845005,0.23125611591689943,0.47664349957526164
42,0.05704201405835463,0.40041314700618424,0.0391591724760878,0.058690395281153274
43,0.0674107459275286,0.0932235219713109,0.07461930037892672,0.05061094263150867
44,0.07895006649248215,0.631542912369078,0.47459571845798054,0.5808842216520532
45,0.06682718906163343,0.031653151322031725,0.07445446623878382,0.0760618890098661
46,0.21450898055575118,0.26898722517896156,0.4014656914722343,0.09919421804276285
47,0.05912273862827955,0.20260137793109745,0.06049895583037257,0.11010882841099245
48,0.08548058702767858,0.42815698150733406,0.012327441147429119,0.15588585825177836
49,0.12341523774802377,0.47456913711345006,0.2111177360856048,0.18326274672545506
50,0.08138612253291455,0.17773589990300986,0.07600978650920609,0.01702618636347719
51,0.05884814062023702,0.5808377209030784,0.2434530769984531,0.4475456913838175
52,0.2807749749605858,0.6393645280786604,0.09716065181021816,0.36419578096952676
53,0.06704559963949097,0.47812850655329653,0.2002547370690385,0.19940143709906888
54,0.07255018099229593,0.38480247842431425,0.007240128121080214,0.11385077788101872
55,0.11450009093392022,0.19867292185769414,0.2505600510857886,0.05480231851146378
56,0.048048071412194915,0.3728147866824457,0.03596135618954166,0.04852645575375014
57,0.05236517328672441,0.132506768034798,0.04359360988963645,0.008181781761147922
58,0.047210279552663215,0.4070610011836592,0.02207215895419823,0.08198234339254895
59,0.17069384520177033,0.5877431159753331,0.025298663762874374,0.2750281179152304
60,0.00632091007394997,0.5711859833127829,0.14219799735929572,0.37658724683772393
61,0.24752350770750664,0.6395841373646414,0.054794573076768716,0.36505664375282465
62,0.26490809404300175,0.05095564791174989,0.4500112953771598,0.23964589515390355
63,0.054613769988193006,0.027659219449657435,0.07608904807259231,0.05200419442707116
64,0.08709734135069136,0.2696344890942898,0.13455053191127164,0.03647276135068567
65,0.30872048761326387,0.6898779021316888,0.1737245716816609,0.4243823153937375
66,0.054888926171510644,0.077906116965055,0.06248325925226628,0.01576477033558077
67,0.15046359334425075,0.5350351095264085,0.017884244476663036,0.26047585988362476
68,0.09290797622961544,0.45105103377119704,0.009797373657236985,0.16299513284308687
69,0.028300586481588175,0.24409429754894818,0.03571106516824096,0.1019468923506468
70,0.07131478409686054,0.5325335394918203,0.10163202617335809,0.29388613584906076
71,0.040471854654110295,0.5669455591112025,0.2267409813961223,0.40444139171035276
72,0.017584976316527667,0.5540011059929395,0.1026618076066721,0.3197784420065185
73,0.0636748192925568,0.48784377084122277,0.08327403572209313,0.22580793215603223
74,0.055631234464802115,0.41569063380438476,0.029213373655118335,0.07758058152630354
75,0.07189061346386583,0.20521204662008796,0.1358838059948133,0.021574995044836176
76,0.30023431065131756,0.679269674720298,0.09471438749838079,0.4059748238317933
77,0.05944840847941357,0.24814398238330326,0.11261604144686332,0.034531778665543134
78,0.037274292451911384,0.377857660869107,0.010483110408567642,0.058972506648350076
79,0.048921690260669615,0.632957441224183,0.4783254014503787,0.6006163707684198
80,0.036237624920494205,0.3132779941105096,0.07597625062187208,0.05063324687658033
81,0.014059861703598742,0.3099411947731361,0.027958433610431932,0.04830043382278382
82,0.20949147538423873,0.03956574467903973,0.3674659725407329,0.20078637174326364
83,0.12432550121378372,0.01653869234729277,0.16449011604836916,0.1824569289964959
84,0.17087545726100195,0.4244726303960835,0.2092716712073419,0.32526384612323045
85,0.044071758614601664,0.2120638737053827,0.04287668537192779,0.014590002146205538
86,0.09835518778387109,0.014698131113175084,0.1401986245164022,0.1374624965081641
87,0.046445531643080185,0.36359757009937155,0.01011209545449121,0.06774448150222878
88,0.048261816668428326,0.30391617101798196,0.01267599174243561,0.06955275542803774
89,0.33765102826681614,0.3622319401099272,0.5795772835681694,0.28380191561471346
90,0.0323120035155644,0.6093977237248489,0.31143798444933946,0.501333836492269
91,0.3260525032781453,0.6383731792328831,0.5550534068906519,0.5903183835525351
92,0.09640059900552378,0.43173276731330446,0.020800995856274263,0.12141313286950484
93,0.05097473017746035,0.20345132578028258,0.09349179268944074,0.05161128983580876
94,0.03425054371233671,0.3011044152699305,0.07588271131736612,0.0870768101042122
95,0.053871308151422825,0.21199179326887108,0.06676164849039334,0.0047572156196830084
96,0.06927357255788891,0.6129205717950348,0.32661326586387585,0.5400786664640442
97,0.08480986132472701,0.36314106531939383,0.09717554191394473,0.10081381401787992
98,0.017089925408848794,0.5666495611775877,0.1506222567376414,0.3817960341177502
99,0.20143621279442758,0.5697748390798887,0.047898570689506204,0.30197669610886313
100,0.04765297016404402,0.2145453347438543,0.04061294096594881,0.01878134127487463
101,0.12395730815766726,0.013658421846864943,0.23387530279989777,0.19239589284025616
102,0.05162532668920339,0.6109955396291276,0.3047552779898882,0.5390268047374691
103,0.04655818847009663,0.3901582233857206,0.007696242768340356,0.09300191644682776
104,0.058436588802935785,0.5040961831420987,0.07206655468513024,0.16968555178641942
105,0.0494250860378731,0.3515734007334166,0.007678616074687339,0.07035910068106688
106,0.05826251280805861,0.21256259520078047,0.05064173794211091,0.028192710539848398
107,0.1560178356729932,0.5375834529925682,0.03341177871104606,0.2855952550400215
108,0.02129437499522846,0.5015238105247914,0.07427231179704641,0.20823617437256092
109,0.052658123727916006,0.028415529450484645,0.06541886471367331,0.07669384531505363
110,0.03743966354779593,0.2137251939716187,0.023577239853109555,0.023869484202906688
111,0.046907194934469265,0.2165587433446614,0.050674207502693025,0.02206835984832456
112,0.1270964927452719,0.4804750374302733,0.01777593220553353,0.22118927347385708
113,0.03319526595273148,0.2435372646120575,0.057198491199462964,0.046837164203972326
114,0.04017960248609409,0.07327354397889463,0.050697898442169764,0.01803934879910707
115,0.09958826227829554,0.44034245279718176,0.0071342539591303655,0.18734317779352805
116,0.05957187008764142,0.2741428109313645,0.04724820863563417,0.01922839098306517
117,0.12783409053850836,0.5831927363637284,0.19697477238410233,0.37244441177514953
118,0.24741282766100636,0.5873557529694646,0.09583677706697802,0.3715075791310686
119,0.05872303759766062,0.27865077066594135,0.12276116453874908,0.15821789018536458
120,0.12500862743482166,0.5660619862005504,0.10004850604634474,0.32120294359879353
121,0.08144815326164445,0.07703765951913377,0.12021918778677021,0.08151864263036612
122,0.03899598225131118,0.11951327504732945,0.04707468400213499,0.005359539572552086
123,0.087357144477052,0.3852190450822146,0.16862217804824187,0.05791824796874068
124,0.04974879085802908,0.30985896072471364,0.0015381469853249508,0.09797057583991953
125,0.052813822267865906,0.3987903061627748,0.01733689809883121,0.07474516324027913
126,0.13090264689374465,0.032216341426326234,0.15160764450775632,0.1714525434623818
127,0.09648326301522225,0.41703928270355783,0.007770414176533902,0.19212066915088055
128,0.046683517327441026,0.20194267234642627,0.0426694411531513,0.013738872124719359
129,0.08857800580475039,0.5467112353241059,0.20913195822241548,0.360565020488832
130,0.042115754510062775,0.5380682909451011,0.11349572415233733,0.323851149220618
131,0.02201529451505957,0.16861306267107234,0.06736052821945893,0.02513247039551103
132,0.10658369376170329,0.20927098586795223,0.0792044797423308,0.019563752713417815
133,0.16393820096764933,0.026946203266352886,0.2608498472980837,0.15697000049179588
134,0.21256426765720604,0.03680873269156526,0.3322612600161279,0.19347535802140214
135,0.04156926085356716,0.23356487873859266,0.04355610722051084,0.01292058510850691
136,0.09539338579894008,0.39060624436797386,0.010374291542608716,0.16820212522070377
137,0.03833859778979842,0.3386065311927958,0.009081262243532118,0.04845254339338867
138,0.04397162688008904,0.3292127987887582,0.035226609517014174,0.08088938810140012
139,0.04527210181511432,0.5927537981155075,0.23236920660645455,0.4503349023297947
140,0.097857460726134,0.23263032955220475,0.17445361013812333,0.0849810528778231
141,0.9550341399430464,0.3396023704365988,0.9696357669766393,0.975516641641031
142,0.057749747536952944,0.6317382797266131,0.5000978412725727,0.5997244886962841
143,0.013745893102025786,0.13953242264804966,0.0506678144917444,0.05620266302359023
144,0.42260409490728623,0.13844299710249475,0.61531154465959,0.27677081507394097
145,0.23724912789050745,0.03403900297830276,0.3875312797983348,0.2073081810181262
146,0.05283111394319062,0.01096243192933366,0.09037540512502029,0.09205182413717272
147,0.05990631720873618,0.2104842457053907,0.06670694991257942,0.02956205933251721
148,0.035827090474515044,0.13410053324533633,0.027275103369988396,0.013183062500736864
149,0.03997475869464673,0.22278881495306235,0.0288287942422365,0.012274700521448745
150,0.024787811243033975,0.22950223003243264,0.060016963016286895,0.10498042774747551
151,0.054487511211936956,0.35509251169415545,0.007616500815591287,0.08564045335868242
152,0.023945152543926596,0.36885759536196927,0.008239577260440112,0.05990117106460069
153,0.3086687480647651,0.362358914557911,0.5560370782473572,0.5810352265452283
154,0.45968782942872677,0.1612004676615848,0.6512860571039771,0.3945760228655315
155,0.07507657998908968,0.03285382253226943,0.0880430715219469,0.05958888669666562
156,0.17865991253603464,0.6501954942651051,0.6798776380684894,0.6823302374113239
157,0.024220864334386527,0.29350462061608673,0.01587083106388898,0.029400028272276058
158,0.09468237894316311,0.031204200929597747,0.1770441130441024,0.20287265268332744
159,0.04793884673956672,0.626095419531637,0.3979065570283903,0.5496803164177089
160,0.04880094159030279,0.2053656542911838,0.04408886061810735,0.01211372717863557
161,0.06305058734833824,0.01589993238575027,0.08665991041911891,0.0875259587800884
162,0.12049728413940763,0.41454903643851115,0.043186494171769785,0.24794841456963246
163,0.3001909906486091,0.09270735515624173,0.4931743192623178,0.2736412741537648
164,0.03619357730023609,0.15611449409731282,0.035399950010785775,0.00921027597161539
165,0.056631456160671445,0.1416788846899294,0.04854469204355594,0.13223670249747277
166,0.08890391767239814,0.19697667730055757,0.06975486976417922,0.017372598800506123
167,0.057805858028317725,0.2283114479183932,0.15029314886819156,0.047698605416083284
168,0.15933410020594208,0.48541858568288554,0.2911455736248788,0.25531208614113154
169,0.14812359698303257,0.25808353554239416,0.28152249906433024,0.05645533566851946
170,0.14534664836048194,0.27742520587357733,0.2454970191732605,0.06322157062729761
171,0.26079827657123733,0.0479077225893183,0.40938290221911633,0.19421293568889608
172,0.10702832626334358,0.18295823902404962,0.11589763278182708,0.15807254772874468
173,0.11680008503416706,0.21848550688365087,0.22763661838066018,0.14586988349539642
174,0.16809300906223135,0.3886954858664985,0.27262476392457924,0.08194264764048986
175,0.06357613509513149,0.27629716171104646,0.03868924403665219,0.1550317002486694
176,0.04332239877282307,0.06106429640453526,0.05121659936970013,0.09000521155927144
177,0.07757742958080682,0.006443664277378414,0.11619494135584363,0.15078883688360145
178,0.08128960945323693,0.39532416406386095,0.062109829096880564,0.06924428248247871
179,0.034224990430698266,0.5829402469661096,0.15091339247152913,0.401657672911653
180,0.044152634206464536,0.5456242709158967,0.14071507138209383,0.35523025210896264
181,0.04378515973768082,0.5047060409739665,0.09849947821508398,0.27451852758603734
182,0.09035684371325814,0.024291145104624268,0.20501884457910535,0.07991723812029261
183,0.15200818746218392,0.5547142080224112,0.03128941206667357,0.23860114027250268
184,0.04481798616887167,0.3611679409145294,0.019988174520025326,0.08118334049219533
185,0.26022673158806076,0.05515873458592524,0.4246324642827517,0.25768796085046775
186,0.18737590341498978,0.15759687229543407,0.3389514729415892,0.06455773737629622
187,0.0793987310184644,0.19454395706145355,0.18745629944108944,0.024376794281293024
188,0.025397471650889014,0.5304105979282199,0.10426571249451078,0.29980232296055676
189,0.10248514231464445,0.1865003910129861,0.07541427887852581,0.020423150108641486
190,0.08399823133238449,0.12476526418275657,0.09063681778711696,0.062249367330080685
191,0.03427112086144646,0.33418883377625386,0.03082706160883053,0.03927063189817881
192,0.04327153003163642,0.3896596688758589,0.021790390817420846,0.059817729537419484
193,0.05905704555380098,0.31567060825175297,0.081063994314159,0.08969831217757074
194,0.3017455114395221,0.05974195486718925,0.4822497806166862,0.21210153470193505
195,0.06717895466434987,0.3515926131467245,0.054143441994524144,0.03559523691431632
196,0.010811972801013758,0.5818835406413312,0.2001510341456455,0.410395058541004
197,0.12062003670324017,0.020657914950215184,0.15220556009223596,0.16437096603657775
198,0.20757328975832223,0.048640138644770015,0.3299390736959541,0.22495697774077994
199,0.04597257468234728,0.202356791951126,0.03416752608020324,0.022936668038029184
200,0.054181872932655084,0.16126566987483337,0.06997980425883654,0.05250646567124362
201,0.06411152353515981,0.6110692495377501,0.3109313248178167,0.5443857276955406
202,0.043354599663147475,0.3633368941288382,0.0025012456693590535,0.07789800223074339
203,0.07815824267291938,0.1768831219564999,0.07630092697747948,0.021027794514255627
204,0.09876031347851755,0.2198003118541635,0.17277017221201674,0.04754332722378862
205,0.07706864756723064,0.052181451366220655,0.07778517716588074,0.05466003608850667
206,0.09353039527283569,0.016184241847386982,0.13202322224787888,0.12233183394012415
207,0.043533607689836495,0.5322090028332047,0.11900709897865436,0.31756127974111414
208,0.04463563671123261,0.60562666448133,0.3184746481463555,0.5385654796279682
209,0.06655699714691266,0.5086237773220295,0.06476118525251928,0.25010071449106075
210,0.05677695927276516,0.13362423152511327,0.0586869945306403,0.032274079268527434
211,0.08713386148679048,0.1951582458771023,0.06665736473705264,0.011367035056612962
212,0.008440520686617714,0.5997394821994755,0.24356713724252743,0.46577367655843316
213,0.04302942081555994,0.2596845850979915,0.015446379012730826,0.04018926463685957
214,0.12808736713898994,0.6444203619830258,0.6103820478985804,0.6384847293488913
215,0.04652314783834188,0.11776677558864213,0.044516915307095895,0.06820649410819357
216,0.013258271887004902,0.13930850110148585,0.06782239444381977,0.0605517954928364
217,0.03887325276268161,0.07352706351325955,0.046368330742527775,0.07597284234004476
218,0.08480467506943845,0.04920535750110677,0.1643321179471957,0.06415085885727867
219,0.2690346864647589,0.6507718108622429,0.6712408873809714,0.6734076298105414
220,0.02434978708907576,0.1491860019511705,0.050345583857840825,0.01167200932598822
221,0.15113822705852042,0.647826022847793,0.628409027073789,0.6500265356930977
