Feature Name,Relative Importance
Psi_eta_r,0.031978319783197796
Psi_CS_r,0.016802168021680185
Rcs_r,0.014363143631436282
Autocor_length_r,0.01436314363143626
ExcessVar_r,0.013821138211382067
AndersonDarling_r,0.01246612466124657
Harmonics_mag_6_r,0.011924119241192365
MHPS_low_r,0.010840108401083959
Amplitude_r,0.010840108401083959
IAR_phi_r,0.009756097560975553
GP_DRW_sigma_r,0.00948509485094846
Mean_r,0.007859078590785839
Harmonics_mag_7_r,0.004336043360433561
Q31_r,0.0043360433604335506
GP_DRW_tau_r,0.004065040650406448
Eta_e_r,0.0029810298102980527
Gskew_r,0.0018970189701896568
SmallKurtosis_r,0.0010840108401083625
Harmonics_mag_1_r,0.0010840108401083625
Pvar_r,0.0008130081300812497
Beyond1Std_r,0.000542005420054148
Harmonics_mag_2_r,0.00027100271002705734
Harmonics_phase_6_r,-3.3306690738754695e-17
MHPS_ratio_r,-0.00027100271002712396
StetsonK_r,-0.00027100271002715725
PercentAmplitude_r,-0.0005420054200542257
LinearTrend_r,-0.001626016260162666
Harmonics_phase_4_r,-0.002168021680216825
Harmonics_phase_5_r,-0.002168021680216836
SF_ML_gamma_r,-0.002168021680216836
Skew_r,-0.002439024390243949
Period_band_r,-0.003523035230352334
Harmonics_phase_7_r,-0.005149051490514933
MedianBRP_r,-0.005149051490514945
Harmonics_phase_3_r,-0.006504065040650442
Harmonics_phase_2_r,-0.008943089430894358
