Feature Name,Relative Importance
Psi_eta_r,0.02140921409214087
MHPS_low_r,0.02086720867208667
IAR_phi_r,0.015447154471544655
Harmonics_phase_3_r,0.015176151761517553
Q31_r,0.011924119241192365
ExcessVar_r,0.010027100271002653
GP_DRW_sigma_r,0.00948509485094845
Psi_CS_r,0.008672086720867144
SF_ML_gamma_r,0.00758807588075876
StetsonK_r,0.00758807588075876
Rcs_r,0.007317073170731658
Harmonics_mag_1_r,0.006504065040650331
Harmonics_phase_2_r,0.00623306233062324
Harmonics_phase_5_r,0.005962059620596138
Amplitude_r,0.0054200542005419464
Harmonics_mag_6_r,0.004878048780487776
Beyond1Std_r,0.004878048780487742
SmallKurtosis_r,0.0029810298102980527
Skew_r,0.002439024390243849
AndersonDarling_r,0.002168021680216725
Autocor_length_r,0.0013550135501354532
Harmonics_mag_2_r,0.0013550135501354532
Harmonics_phase_4_r,0.0013550135501354422
LinearTrend_r,0.0010840108401083625
PercentAmplitude_r,0.0008130081300812497
MedianBRP_r,0.0005420054200541591
GP_DRW_tau_r,0.00027100271002705734
Period_band_r,-1.1102230246251566e-17
Pvar_r,-0.00027100271002710173
Mean_r,-0.00027100271002714613
Harmonics_phase_7_r,-0.0005420054200542368
Gskew_r,-0.0013550135501355532
Harmonics_mag_7_r,-0.0027100271002710396
Harmonics_phase_6_r,-0.004336043360433628
Eta_e_r,-0.005962059620596238
MHPS_ratio_r,-0.008130081300813063
