Feature Name,Relative Importance
IAR_phi_r,0.3347354138398914
Period_band_r,0.059701492537313425
MHPS_high_r,0.04518317503392133
Skew_r,0.04382632293080056
MHPS_low_r,0.03880597014925374
Gskew_r,0.026187245590230678
LinearTrend_r,0.015061058344640454
Eta_e_r,0.014382632293080077
Amplitude_r,0.014246947082768002
Harmonics_mag_7_r,0.013025780189959323
Harmonics_phase_2_r,0.012211668928086849
PercentAmplitude_r,0.011126187245590247
Harmonics_mag_1_r,0.010583446404341935
GP_DRW_tau_r,0.01017639077340573
Autocor_length_r,0.009769335142469481
Rcs_r,0.009497964721845331
Harmonics_phase_3_r,0.008548168249660804
MedianBRP_r,0.0059701492537313165
SF_ML_gamma_r,0.004477611940298487
Harmonics_phase_6_r,0.004477611940298487
Beyond1Std_r,0.0032564450474898087
Psi_CS_r,0.0023066485753052814
Harmonics_phase_7_r,0.002170963364993206
MHPS_ratio_r,0.001899592944369055
SmallKurtosis_r,0.0017639077340569798
Mean_r,0.0017639077340569798
Harmonics_phase_4_r,0.0014925373134328291
StetsonK_r,0.0013568521031207537
AndersonDarling_r,0.0006784260515603768
Harmonics_phase_5_r,-0.0008141112618724522
Psi_eta_r,-0.0017639077340569798
