,Feature_0,Feature_1,Feature_2
CEP,4.067889298887767,1.4074413938854295,0.1732988750000004
DSCT,0.04008238528120864,2.731702833733515,0.09969399999999953
RR,0.11960081021493729,0.5892878449638697,0.13470450624999897
RRc,0.0743474477895254,1.140472443200356,0.05545305000000028
