,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6
BYDra,2.801101326942444,0.43110053495482226,0.020589626914699698,0.003291022773981,0.03747940000000051,0.1025374951599099,4.080001149614853e-05
RSCVN,2.423921793699264,0.6215415221613512,0.027536156594384676,0.003063795430458975,0.06333251249999926,0.08974457620993717,2.6768046873185894e-05
