,BYDra_conf,RSCVN_conf
0,0.5003983508589525,0.5595599261508077
1,2.2400170533442614,0.645449108084018
2,0.16915237150102339,0.1177712469091473
3,0.13476177948376597,0.08809021149487894
4,0.2536587391289795,0.8480730834513706
5,0.08975948847320622,0.04820705292098638
6,0.12842551720818293,0.15065950107948592
7,0.060989799009552224,0.17029880665625324
8,0.1768690744372041,0.09852768682167494
9,0.06798862694651704,0.0674345311733651
10,0.09388405376175123,0.14485109439248275
11,0.06853990305489131,0.05596803451661726
12,0.09480640805216754,0.16044751752790598
13,0.11585823719282826,0.0806730671581569
14,0.10673279996352975,0.08650710798512536
15,1.3536811478293393,1.6548314723076885
16,0.10629261230026278,0.07188993072876625
17,0.07109570930202146,0.05044265599702706
18,0.04312592066913425,0.06945527113985484
19,0.14869242283326584,0.11827391400326412
20,0.25798431763335,0.25021661095957254
21,0.4781890549834243,0.774639644457975
22,0.10294633848415893,0.06364219439583167
23,0.0473694762559607,0.07090769436921127
24,0.20085109612930205,0.4953264589569909
25,0.12452071930386541,0.3104960068444287
26,0.0988016839498827,0.07099868627843148
27,0.32198630990592875,0.1593505837334047
28,0.1510837962477163,0.15612781535241876
29,0.18445028229606547,0.11377837479543196
30,0.4350139300014026,0.7342991386960244
31,0.1592255139223076,0.37303351135985974
32,0.5624740677945927,0.35587353326352256
33,0.5999317322339407,1.299577562438055
34,0.2844777535015231,0.16141700744837387
35,0.22142660957780466,0.2182147917428544
36,0.3262406368748507,0.18493768097326113
37,0.25248798979072334,0.1924074795741658
38,0.48845363319030183,0.2427757785919036
39,0.22542466519979457,0.09526713572076737
40,0.26349042670251765,1.196048396271798
41,0.18578621814240334,0.28105716200798314
42,0.5178863287981379,0.21825032749781104
43,0.0665603609783813,0.04014865880166531
44,0.21250755670262894,0.10936947345615755
45,0.1497895777592853,0.17080353006590807
46,0.8177191801671053,0.2979347893269896
47,0.15538769413932876,0.3021491337144902
48,0.1654806557435224,0.11813053594651107
49,0.4959182083535691,0.2258348559924387
50,0.23867950690861153,1.2234797803771307
51,0.10604149352497487,0.07428457436503585
52,0.19654131113995996,0.3658336903273041
53,0.06562951228194205,0.04760022131474082
54,0.9847336700036569,0.4345258827429194
55,1.265303378791177,0.5973460202939093
56,1.5229469012121037,0.20735554084761912
57,0.08818858420520014,0.29049981812744097
58,0.2915068972133349,0.12092197706805269
59,0.252425554287582,0.2021502965142849
60,0.08556393968478138,0.05487342932192918
61,0.3655081963017639,0.1468103572909466
62,0.279239368596802,0.16570949350992628
63,0.11034051406135578,0.422969694059022
64,0.21810883186145233,0.15392318181611908
65,0.24885233374264035,0.13818569364722483
66,0.09234774942574193,0.057906300014611244
67,0.782992715836233,0.23288613157691718
68,0.7183169527980913,0.37457289313176356
69,3.210388119936466,1.59181119260609
70,0.619123175915715,0.30395069455198964
71,1.6555361508764663,0.47733676148123017
72,0.27090397507896213,0.22672628830101751
73,0.04456358876278727,0.0851522139631732
74,0.08069870580552031,0.07764738002473956
75,0.07830527375794322,0.13505234266303193
76,0.19062881427601525,0.11901518295170471
77,0.3917616688801206,0.37104079435064663
78,0.24204281373386338,0.17931181672438246
79,0.46095956888983686,0.3214886374479073
80,0.439296070122931,0.22696261234747328
81,0.2276298330527531,0.3120071601550319
82,0.10221302759378573,0.07501954059111751
83,0.05894208550636486,0.03487644764636506
84,0.10792841809886797,0.12344264150387058
85,0.09115477738727004,0.06408967561993086
86,0.5303073355379478,0.3036467031377164
87,0.06604343464248714,0.19001978602522476
88,0.0769069887026459,0.05480790664458788
89,0.3570153473862213,0.18553226547172572
90,0.29944734959730707,0.12131770621227073
91,0.17397112186017655,0.12540121694351458
92,0.4242095808903507,0.2819707357813371
93,0.12117754950308975,0.08022110253184761
94,1.036770353733334,0.2871942593328767
95,0.08364968094004442,0.050160081289167095
96,0.10664779313883185,0.08680739437983649
97,0.8253606867966464,1.136167298344922
98,0.24900708552374598,0.9745483820407536
99,0.6569925271368805,36.445084067940876
100,0.25098879613170677,0.1676262392979083
101,0.8657714454556575,5.418232003542213
102,0.15555767099725,0.08274619395480282
103,0.7428318053734184,0.48323146742521844
104,0.1973704840460688,0.10336796016106921
105,0.2270581205227544,0.3474164954642324
106,0.40454744895060385,0.20991637622913722
107,0.8236452583208803,1.5992885572550146
108,2.397883312222587,2.8125972214128963
109,0.8007426370712034,0.23881760665994237
110,0.5353031571440421,0.35281731171580605
111,0.3289192350479396,0.8906346907410454
112,0.47672446664666657,0.2558977039310115
113,0.23469058348855962,0.1381182620992961
114,0.24784186279408993,0.29118105068022726
115,0.12972022051671966,0.6870412427016446
116,0.18144452798888194,0.6983588753254021
117,0.1683512314020169,0.10654735208190257
118,0.21907387285071592,0.2449733047979049
119,0.11048057036885779,0.4129988897697748
120,0.058706198537380204,0.052020524026467826
121,0.5611911277997214,0.5437197858912025
122,0.2594041469318945,0.13053532918833408
123,1.5944971145597202,0.5169114192472773
124,0.23257810305317322,0.2864561753457231
125,0.12393349880127551,0.39218176076097927
126,0.6323891649978518,0.17609626306621934
127,0.14420507937865323,0.3363999617319948
128,0.1939882793896109,0.3141420889630391
129,0.14618796571156,0.38855690666522924
130,0.08947601844228513,0.1892495204681183
131,0.14026854906634048,0.248469882874935
132,0.19190765927558748,0.5594446528133407
133,0.4156555524292256,0.3231643619296189
134,0.04997193744911164,0.22245895420197503
135,0.12283973820271589,0.44840249934862575
136,0.25007844057487916,0.11345414827756556
137,0.4463708579989028,0.596175982875721
138,0.20886742542058886,0.12341276630891437
139,0.06668575261699985,0.09094528383033759
140,0.11033619134481243,0.4060457429935468
141,1.934233125898706,0.790204997187294
142,0.11194453820516685,0.08851367877332529
143,0.30290467588178327,0.9189885856871408
144,0.26164364489899444,0.3870441820910528
145,1.426704611571723,0.8776638325618267
146,0.057664624625014135,0.09465077167493559
147,0.10569931833815492,0.07122328708359489
148,5.49234985803176,1.6978369848641128
149,0.38894609625128607,0.14780410742099417
150,0.3295567406530791,0.16676375507524302
151,0.25699031393054617,0.15137213839473562
152,0.3979783893582243,0.19199709898882247
153,0.14506668075047785,0.6396455220024276
154,0.045031518808501404,0.07352197766734
155,0.2350146046378932,1.035804415408768
156,0.1037247059024829,0.10938537076462078
157,0.1321596235289678,0.07035262569034464
158,0.1314856877331768,0.08600527928014094
159,0.2651952893967624,0.1464361481990364
160,0.06960147150480371,0.24695945056658788
161,0.8713268126975096,0.8031455577410375
162,0.12754324807472867,0.0750148833914323
163,0.42633168424237045,0.2842182866372385
164,0.29377107408527253,0.19623942141524742
165,0.6267226831386267,0.19897210484843453
166,0.1301981028265974,0.5339320832055223
167,0.19399898519892544,0.1330853094800493
168,0.2540220707733812,0.23918381091230165
169,0.1517800158141856,0.2221648777463147
170,0.11739010718079355,0.44575704438178
171,0.14229038985994477,0.0907062532539821
172,0.081391188230034,0.050682357854720035
173,0.35157186089231907,0.19300856307022615
174,0.7148564955640915,0.3201309324718722
175,0.568277065310216,0.24477468465419597
176,0.4366444817203232,0.4292482279918405
177,1.106846237178291,0.5070694308403078
178,0.4240829486977345,1.4393720981922529
179,0.18425569185266988,0.6425235591233597
