,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4
BYDra,2.135571241378784,1.3150194781900502,0.5243444596021267,0.186451957222161,0.0414560333081192
RSCVN,2.1078383922576904,1.067448273336009,0.5438016697054566,0.1703892355215284,0.02099388184137915
