Feature Name,Relative Importance
Period_band_r,0.0879240162822252
Autocor_length_r,0.035142469470827636
IAR_phi_r,0.03270013568521026
AndersonDarling_r,0.013568521031207537
GP_DRW_tau_r,0.01058344640434188
Eta_e_r,0.006648575305291693
Rcs_r,0.0028493894165535828
MHPS_low_r,0.002578018995929432
Gskew_r,0.002306648575305248
Harmonics_phase_3_r,0.0016282225237448822
Skew_r,0.001085481682496592
Psi_CS_r,0.0008141112618724411
MHPS_high_r,0.0002713704206241174
LinearTrend_r,0.0
Psi_eta_r,-1.1102230246251566e-17
Harmonics_phase_2_r,-3.3306690738754695e-17
Beyond1Std_r,-0.00013568521031208646
MHPS_ratio_r,-0.00027137042062416186
MedianBRP_r,-0.0008141112618724633
SF_ML_gamma_r,-0.0009497964721845497
Mean_r,-0.0009497964721845609
Harmonics_mag_1_r,-0.0010854816824966585
Harmonics_phase_5_r,-0.0012211668928087116
Harmonics_phase_6_r,-0.0012211668928087227
Harmonics_phase_7_r,-0.0013568521031207758
Amplitude_r,-0.0014925373134328733
PercentAmplitude_r,-0.0018995929443690995
StetsonK_r,-0.0018995929443690995
Harmonics_phase_4_r,-0.0018995929443691218
Harmonics_mag_7_r,-0.002442333785617412
SmallKurtosis_r,-0.002442333785617423
