,Feature_0,Feature_1,Feature_2,Feature_3
CEP,3.1901456454580805,0.14911438883170647,6.393705273550724,2.072093116355172
DSCT,2.2008273344692855,0.01519980511287535,0.03808250056065442,618842.9380474188
RR,3.998690269396911,0.14273344074763683,0.9485755304729404,0.901059152385591
RRc,3.469318722535704,0.040700043313847335,0.12029004608861395,0.5043127036862294
