Feature Name,Relative Importance
AndersonDarling_r,0.010569105691056967
Harmonics_mag_1_r,0.0027100271002710175
StetsonK_r,0.0013550135501355087
SF_ML_gamma_r,0.0008130081300813053
Beyond1Std_r,0.0005420054200542035
PercentAmplitude_r,0.0005420054200542035
LinearTrend_r,0.00027100271002710173
MHPS_high_r,0.00027100271002710173
Autocor_length_r,0.00027100271002710173
Amplitude_r,0.00027100271002710173
MHPS_ratio_r,0.00027100271002710173
Skew_r,0.00027100271002710173
Eta_e_r,0.0
MHPS_low_r,0.0
Pvar_r,0.0
Period_band_r,0.0
Psi_CS_r,0.0
Psi_eta_r,0.0
SmallKurtosis_r,0.0
Harmonics_phase_2_r,0.0
Gskew_r,0.0
Harmonics_phase_4_r,0.0
Harmonics_phase_5_r,0.0
Harmonics_phase_6_r,0.0
Harmonics_phase_7_r,0.0
IAR_phi_r,0.0
Rcs_r,0.0
Mean_r,0.0
Harmonics_phase_3_r,0.0
GP_DRW_tau_r,-0.005691056910569048
