,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5
EA,2.895060913859262,2.5002465369445948,0.06274475015216378,1.6078003888675008,1.0964811262747514,8.259514115816541
NotEA,1.7855796097645324,1.7700100624260169,0.08108515646891883,1.811593646191754,1.5195839100034365,27.305643877114473
