oid,MHPS_ratio_g,MHPS_low_g,MHPS_high_g,MHPS_non_zero_g,MHPS_PN_flag_g,MHPS_ratio_r,MHPS_low_r,MHPS_high_r,MHPS_non_zero_r,MHPS_PN_flag_r,Multiband_period,PPE,Period_band_g,delta_period_g,Period_band_r,delta_period_r,GP_DRW_sigma_g,GP_DRW_tau_g,GP_DRW_sigma_r,GP_DRW_tau_r,Psi_CS_g,Psi_eta_g,Psi_CS_r,Psi_eta_r,Harmonics_mag_1_g,Harmonics_mag_2_g,Harmonics_mag_3_g,Harmonics_mag_4_g,Harmonics_mag_5_g,Harmonics_mag_6_g,Harmonics_mag_7_g,Harmonics_phase_2_g,Harmonics_phase_3_g,Harmonics_phase_4_g,Harmonics_phase_5_g,Harmonics_phase_6_g,Harmonics_phase_7_g,Harmonics_mse_g,Harmonics_chi_g,Harmonics_mag_1_r,Harmonics_mag_2_r,Harmonics_mag_3_r,Harmonics_mag_4_r,Harmonics_mag_5_r,Harmonics_mag_6_r,Harmonics_mag_7_r,Harmonics_phase_2_r,Harmonics_phase_3_r,Harmonics_phase_4_r,Harmonics_phase_5_r,Harmonics_phase_6_r,Harmonics_phase_7_r,Harmonics_mse_r,Harmonics_chi_r,iqr_g,iqr_r,Power_rate_1/4,Power_rate_1/3,Power_rate_1/2,Power_rate_2,Power_rate_3,Power_rate_4,Amplitude_g,AndersonDarling_g,Autocor_length_g,Beyond1Std_g,Con_g,Eta_e_g,Gskew_g,MaxSlope_g,Mean_g,Meanvariance_g,MedianAbsDev_g,MedianBRP_g,PairSlopeTrend_g,PercentAmplitude_g,Q31_g,Rcs_g,Skew_g,SmallKurtosis_g,Std_g,StetsonK_g,Pvar_g,ExcessVar_g,SF_ML_amplitude_g,SF_ML_gamma_g,IAR_phi_g,LinearTrend_g,Amplitude_r,AndersonDarling_r,Autocor_length_r,Beyond1Std_r,Con_r,Eta_e_r,Gskew_r,MaxSlope_r,Mean_r,Meanvariance_r,MedianAbsDev_r,MedianBRP_r,PairSlopeTrend_r,PercentAmplitude_r,Q31_r,Rcs_r,Skew_r,SmallKurtosis_r,Std_r,StetsonK_r,Pvar_r,ExcessVar_r,SF_ML_amplitude_r,SF_ML_gamma_r,IAR_phi_r,LinearTrend_r
612526,15.434078216552734,0.25029653310775757,0.01621713489294052,100.0,0.0,-0.1507820039987564,-0.0002013749908655882,0.0013355372939258814,230.0,1.0,2.919358988223791,0.017184645043325064,2.925273025745105,0.0059140375213138086,2.912461579897625,0.006897408326166143,0.018231641251239012,0.38295757008211395,0.0006980568207969657,134.95567274997833,0.16540863902432565,1.3802784522260494,0.2327598195178562,1.03856137238313,0.13463519877343447,0.02523412565398751,0.03253719264181936,0.030234284949819293,0.01797178043820154,0.028578823164846726,0.02291009230341792,3.378728494330222,5.113690102929015,6.136761621531443,5.483691181404227,1.4778675969343773,5.523504857532478,0.01981288200857559,0.0008796835697914186,0.06544704314512269,0.001863223366359297,0.003915327470999654,0.007423465200029294,0.0066807744714082054,0.009511791112463766,0.005253919721183714,2.542149827505802,1.56052828555225,5.0905376479526625,5.9515377019114295,4.1089124864482685,3.8984213730497803,0.002380397473074811,9.912626515809187e-05,0.19631959999999893,0.09349824999999612,0.027779082,0.025906144,0.05585264,0.11483246,0.06095756,0.11112005,0.36425780000000074,0.997415041188107,1.0,0.3047619047619048,0.0,0.28888998589291615,-0.21346189999999865,0.8436466036321527,20.26272186952381,0.008245106994540561,0.10232159999999979,0.4666666666666667,-0.1,0.028866319630530945,0.19631959999999893,0.1377836113340249,-0.7948360427351723,2.0139091454398494,0.16706830981484075,0.7119178631134536,0.9999999999999976,3.1917223892588835e-05,0.23093989218403185,0.17955783293030725,0.10791003799725062,0.0007247911468413244,0.12004567500000007,0.9999997070738976,1.0,0.33472803347280333,0.0,1.003553169327002,-0.02871329999999972,220.3699103916494,18.81582878577406,0.003430559599384837,0.03904539999999912,0.4769874476987448,-0.16666666666666666,0.01025804293536392,0.09349824999999612,0.19623052285492426,-0.14682225950453082,0.013344843501306158,0.06454882206141874,0.8124177468780952,0.9999999956574929,4.308941470905171e-06,0.06349394141415805,0.048112891861611294,0.027059013208850027,0.0001498056237050212
613832,2.747239828109741,0.014753694646060467,0.005370370112359524,595.0,0.0,2.2910585403442383,0.0025165523402392864,0.0010984233813360333,881.0,0.0,0.5962364484737794,0.05498022967055405,0.37312485877616086,0.22311158969761857,0.5962364484737794,0.0,0.003599123294663797,0.8433243288171514,0.0014352107723826614,0.2800699148554748,0.09950215110341544,1.7077480654427544,0.15477785901064098,1.2385942485587482,0.041252416909584005,0.009394607654527997,0.006644618403193835,0.005240428620788322,0.005300390006976093,0.006137307326674599,0.008381596482246116,0.13810430787512296,3.9860355029370815,2.959191711570261,0.1797622441660014,0.11424108736452077,3.658893749768721,0.006000715578015694,0.0002394128860331695,0.03751229146241883,0.0014073810794612085,0.001406726377871374,0.003021207728214466,0.003094062215704026,0.0007313702295330592,0.0016061028336352597,5.241422179022345,0.7576960666172399,5.805212700972643,1.3054390586841098,1.695446823649629,2.344665760408862,0.0010992897040767652,4.415274828084249e-05,0.09850689999999673,0.05586620000000053,0.0177,0.012659731,0.010016243,0.012817169,0.013355856,0.012882697,0.1637076999999998,0.9999979574770327,1.0,0.2752902155887231,0.0,0.44427030167883697,-0.040435700000003294,120.80085322082816,19.10913312553897,0.004367230544943886,0.04921720000000107,0.6799336650082919,-0.1,0.026916789944458307,0.09850689999999673,0.11593847223881093,-0.5923960631663441,2.5312438617410478,0.08345398987325282,0.740636705901578,1.0,8.71814337490112e-06,0.07805382721444672,0.01713229868898583,0.584540786960804,3.6988464109835184e-05,0.08290295000000114,0.9999980511096068,1.0,0.31756756756756754,0.0,0.2996616317036976,0.01616109999999793,153.28096536129686,17.558859530518017,0.0023982489981163595,0.02686405000000036,0.5405405405405406,0.1,0.009710766628529962,0.05586620000000053,0.18002238906086435,0.19703226310465294,0.1380603109859595,0.04211051727713073,0.7922916366822143,1.0,4.128024831294644e-06,0.051895311034280474,0.08973684831128396,0.04595051687350214,2.3510584164596582e-05
614375,2.977598190307617,0.0637403130531311,0.021406620740890503,600.0,0.0,2.215202808380127,0.015957612544298172,0.0072036804631352425,960.0,0.0,0.17447246080685794,0.006641704321367126,0.17447246080685794,0.0,0.17447246080685794,0.0,0.01431091184269408,0.1009832081609731,0.003710679417676859,0.08442674203566926,0.11064918324513072,1.618775188607692,0.21477568629244687,1.437972519657172,0.08090397772489773,0.012749152286577825,0.01625845420407359,0.009651238506718979,0.018824810128733552,0.00898739441650749,0.011429237022254318,0.5655258926473685,0.6609179138306267,3.4299353059046886,5.917485620550236,5.765592018419413,2.7262739338271196,0.01599949380682175,0.000633556125047483,0.046200415977693865,0.012006703218512221,0.0033625123731769965,0.004918954861298032,0.006888961911320837,0.0032978188055384243,0.004023382302996437,0.23216046666903356,0.022132295908122934,0.2914235633838551,1.1498171223298073,0.2147001455136195,2.2989194110059437,0.0042118033201858345,0.00016774371739565835,0.15140767499999797,0.10205367500000051,0.008601666,0.0038339167,0.08275785,0.3119811,0.120503455,0.11267834,0.28892135000000074,0.9999999999989784,1.0,0.26229508196721313,0.0,0.38559677902240597,-0.039827400000007174,132.45479232032676,19.649846855081968,0.007031738336787414,0.07660195000000236,0.6639344262295082,-0.1,0.03801910596880623,0.15140767499999797,0.08638852926943004,-0.4924736178301055,2.391552552364621,0.13817258144288147,0.7072024623174642,1.0,3.299852576784975e-05,0.17980871959562364,0.07271899295558505,0.0002100193998216453,4.039394528586716e-05,0.13920685000000077,0.9999996835508618,5.0,0.3305785123966942,0.0,0.5178975349273953,0.023395500000006564,316.99003406629527,18.468013610433882,0.003986439245682574,0.05082894999999965,0.5712809917355371,0.3,0.023362534785436907,0.10205367500000051,0.23879168112415555,0.3772985040117127,0.5726925675006838,0.07362161424643356,0.8167986975018304,1.0,1.1378712474803058e-05,0.0899842199539305,0.09088986012308037,0.00022255291107591436,4.2230409411053684e-05
614602,1.4821733236312866,0.035695675760507584,0.02408333495259285,511.0,0.0,2.47629976272583,0.020081011578440666,0.00810928177088499,665.0,0.0,0.11515305460736423,0.05666012547076271,0.11515305460736423,0.0,0.11515305460736423,0.0,0.013051133120456738,0.018047670780630826,0.005884067868818675,0.03851471728494783,0.18682339264478123,0.9713731454076935,0.17804216719695604,1.2329717841534804,0.1193653176415087,0.02229135337255277,0.003684810166779491,0.008447627902920227,0.007407420962418497,0.006145075858121867,0.004413829643935573,2.26247809975089,4.06274418216847,3.2630971094477417,0.5845529312443123,3.0883896176721333,5.424026688462515,0.006403986587427634,0.00026086529851814883,0.06999897100776906,0.015578039976925688,0.0026907480973464354,0.004759010929379678,0.0036601376124950112,0.004353202725963804,0.004402788434755431,2.417128120428792,4.791795056893286,2.029956592239831,3.511861158818542,0.6501860628612803,2.682503266492839,0.002813225424932479,0.00011400378718701902,0.13894227500000156,0.08113860000000273,0.004175846,0.004175846,0.024839854,0.0065076295,0.0038792158,0.010302874,0.23732564999999894,1.0,1.0,0.30988593155893535,0.0,0.12306326319983767,-0.1776638000000048,23.921899772187167,16.874648473954373,0.006926987275476868,0.06373980000000046,0.4524714828897338,0.1,0.022899740911715313,0.13894227500000156,0.0532736718282749,-0.9054228398007924,0.49310789086183204,0.1168904752572271,0.7757099730273354,1.0,4.693487888179994e-05,0.16097975299445536,-0.012826992383585048,4.2300630066830894e-13,3.40347278596568e-06,0.15121889999999993,1.0,1.0,0.2688330871491876,0.0014814814814814814,0.061808669653802016,-0.11205869999999862,60.349781251877445,16.435520225110782,0.0044568060454086775,0.037540499999998644,0.5228951255539144,-0.03333333333333333,0.015993350644177264,0.08113860000000273,0.07457544107755738,-0.9159775205616124,0.8583527020100616,0.07324992589871032,0.7607097387649088,1.0,1.9168788316541514e-05,0.10245464832630949,-0.018172634793113894,4.2300630066830894e-13,-1.1407563768058874e-05
614818,2.3040056228637695,0.0061621093191206455,0.0026745200157165527,478.0,0.0,0.9996166229248047,0.0019911194685846567,0.0019918831530958414,523.0,0.0,5.629386650704025,0.04055553268293888,5.629386650704025,0.0,5.629386650704025,0.0,0.0015058757393857979,0.6420738837848351,0.0013110782090493367,0.7540454146054275,0.13875480214489772,1.46738350956736,0.15942961302007552,1.3352479704445215,0.034144222338326084,0.005716559131811368,0.0033724142530265396,0.004890879280036661,0.003413011566372253,0.0025327399883657738,0.0011040105180457767,1.9836620056740344,5.821673734274976,3.7445214223304575,3.751605500389246,1.9447476257293541,1.1929377125437206,0.0015481722682494686,6.299164716929512e-05,0.032910054277745716,0.0045517557692298875,0.0035253271363696625,0.0009287214809618466,0.0013854313941692145,0.0019323991186453195,0.0032687963133771008,1.4979970521751005,5.122483480084606,5.8147740210972945,3.32696637219186,3.769903348187988,3.1900234455678245,0.0009524213692971297,3.884455811648778e-05,0.05866860000000074,0.05294802499999918,0.006508846,0.009046792,0.012152458,0.012864839,0.0020333442,0.0030922203,0.09257700000000035,0.9434191104398479,1.0,0.2938775510204082,0.0,0.9333650813701061,0.0033836000000064814,127.33894570251178,17.755212074897962,0.0026209823776381833,0.029399849999999006,0.5081632653061224,0.16666666666666666,0.009312622288207196,0.05866860000000074,0.09320747799482598,0.20917258383535325,0.42996665906113973,0.04653609795953624,0.7865781994143514,1.0,4.862724692570951e-06,0.06263484036816096,0.0648800907684101,0.2468616647031598,-1.8535737270760008e-05,0.07297420000000088,0.9999999436649366,1.0,0.34269662921348315,0.0,0.12686973801602594,0.017916700000000674,29.015839655590444,16.24406094531835,0.0023826480803482977,0.025940849999997795,0.40823970037453183,0.16666666666666666,0.007776361370331334,0.05294802499999918,0.15250448743909456,0.3438028857510848,-0.3161069178840257,0.03870388062842352,0.8123831130835707,1.0,5.067854456784739e-06,0.05609990161357687,0.06120984620941446,0.28220883980021466,-2.2496205370743787e-05
615089,7.673264980316162,0.008624032139778137,0.0011239064624533057,455.0,0.0,1.8629381656646729,0.0006325204158201814,0.00033952840021811426,788.0,0.0,3.0824562507492685,0.01636250668942607,3.0824562507492685,0.0,0.7534814779418296,2.328974772807439,0.0013717112759830217,0.15019267544394024,0.0006674543011000265,240.8450474894315,0.10232424170930018,1.6170829869033023,0.19845142410836852,1.172058279837652,0.029036606415453477,0.008768724709390552,0.0074483115808866565,0.0028398015737100607,0.001642251282786363,0.0014384016605861942,0.0030985912929138346,4.628012577071144,0.5347561622020007,3.181230781815098,5.678393575306377,2.623526977635677,5.463875629264505,0.002223723902542535,9.011077104386004e-05,0.024888978508595845,0.005804259934652148,0.003092175903723085,0.0027591450963013217,0.0023835623556265496,0.00293770220561233,0.0012871767382869248,5.347060179980292,5.078576582852593,5.477692984739999,2.9683619572662803,4.1702948575456675,3.3499718312024727,0.0008027412684471228,3.235382525645568e-05,0.0655947000000019,0.05329509999999971,0.07521942,0.07699919,0.15599942,0.05158247,0.097572334,0.06024797,0.10186292500000071,0.9149274943924349,1.0,0.3,0.0,0.5166192930181245,-0.007896299999998746,64.30839730110102,17.741029568541663,0.002920882127672351,0.032991400000000226,0.5666666666666667,0.16666666666666666,0.013761095246917317,0.0655947000000019,0.143749945966201,-0.34561169278704656,1.1539339990395083,0.05181945619326007,0.7756248544458275,1.0,4.100575554658643e-06,0.04614537414094045,-0.00944924076272298,0.020969653194769622,-2.3863262923383693e-05,0.067420499999999,0.9999999999999933,2.0,0.3333333333333333,0.0,0.2089272478585862,0.023941000000000656,45.15583995794449,16.47712629597484,0.0021356404644577304,0.025589000000000084,0.3672955974842767,0.1,0.006254094169338243,0.05329509999999971,0.24441523216839184,0.2863970748263391,-0.4113947745039961,0.03518921765566439,0.8265117551709585,1.0,3.2692657965322007e-06,0.03690488622469083,0.07085536562468492,0.22970633496559828,-3.660455512308968e-05
