,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6
CEP,6.850022877916105,0.07893718866648124,0.8653178577145517,0.0007391570303547195,11.442342665457927,1.9507546185628761,0.07958693825858884
DSCT,0.03135010085118775,0.04553637722059873,1.0040727457380587,0.08010347502913381,6.365559189447095,1.469515562435724,0.03957609203373829
RR,0.4404123537332366,0.06403332606525375,0.22872549447905266,0.003085784410819909,5.203789535705193,1.4996413261471397,0.04834114324241637
RRc,0.1379688727389869,0.03305371425704417,0.8823340698115756,0.044436105122304066,3.0854761692099344,1.6061858857573434,0.043364608852049326
