,Feature_0,Feature_1,Feature_2
CEP,3.334801590198654,0.19599280187204876,1.8886363378299347
DSCT,0.08406616824136526,0.046402723861745654,2.323175223779269
RR,0.5828228716132076,0.2407618197978174,2.2056627377658256
RRc,0.3339426243121591,0.171102966667361,1.541492288840514
