,Feature_0,Feature_1,Feature_2
CEP,6.850022877916105,0.07893718866648124,0.8653178577145517
DSCT,0.03135010085118775,0.04553637722059873,1.0040727457380587
RR,0.4404123537332366,0.06403332606525375,0.22872549447905266
RRc,0.1379688727389869,0.03305371425704417,0.8823340698115756
