Feature Name,Relative Importance
Period_band_r,0.07734056987788328
IAR_phi_r,0.038127544097693325
GP_DRW_tau_r,0.03541383989145182
Rcs_r,0.020352781546811406
MHPS_ratio_r,0.009090909090909049
Psi_eta_r,0.0071913161465400055
MHPS_low_r,0.0071913161465400055
SF_ML_gamma_r,0.007191316146539994
MHPS_high_r,0.007055630936227919
Psi_CS_r,0.004884667571234713
MedianBRP_r,0.004477611940298487
Harmonics_phase_7_r,0.004341926729986412
Beyond1Std_r,0.0032564450474898087
Mean_r,0.0029850746268656582
SmallKurtosis_r,0.0029850746268656582
Harmonics_phase_4_r,0.0028493894165535828
Harmonics_mag_1_r,0.0027137042062415073
StetsonK_r,0.002170963364993206
Harmonics_mag_7_r,0.0020352781546811305
Harmonics_phase_5_r,0.0017639077340569798
PercentAmplitude_r,0.0014925373134328291
Harmonics_phase_2_r,0.0006784260515603768
Autocor_length_r,0.0
AndersonDarling_r,0.0
LinearTrend_r,-0.0005427408412483015
Harmonics_phase_3_r,-0.0006784260515603768
Harmonics_phase_6_r,-0.001085481682496603
Amplitude_r,-0.002170963364993217
Eta_e_r,-0.0027137042062415186
Gskew_r,-0.01071913161465401
Skew_r,-0.013839891451831787
