,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5
EA,2.9066993645822996,2.764242283291526,0.06046154505792814,1.6515230968068944,1.052110189249069,8.199950123334173
NotEA,1.77277912604683,1.9529171245540085,0.07477411323780607,1.8410728207924871,1.3882348043202308,27.51563352863034
