,metric,run,f1score,acc,selected_feats,features,matthew_coef
151,Wave_Hedges,2,0.9224001240305588,0.9225,1,['Period_band_r'],0.8982549880710256
152,Wave_Hedges,3,0.9224001240305588,0.9225,1,['Period_band_r'],0.8982549880710256
153,Wave_Hedges,4,0.9224001240305588,0.9225,1,['Period_band_r'],0.8982549880710256
154,Wave_Hedges,5,0.9224001240305588,0.9225,1,['Period_band_r'],0.8982549880710256
155,Wave_Hedges,6,0.9224001240305588,0.9225,1,['Period_band_r'],0.8982549880710256
156,Wave_Hedges,7,0.9224001240305588,0.9225,1,['Period_band_r'],0.8982549880710256
157,Wave_Hedges,8,0.9224001240305588,0.9225,1,['Period_band_r'],0.8982549880710256
158,Wave_Hedges,9,0.9224001240305588,0.9225,1,['Period_band_r'],0.8982549880710256
159,Wave_Hedges,10,0.9224001240305588,0.9225,1,['Period_band_r'],0.8982549880710256
160,Kulczynski,1,0.9224001240305588,0.9225,1,['Period_band_r'],0.8982549880710256
161,Kulczynski,2,0.9224001240305588,0.9225,1,['Period_band_r'],0.8982549880710256
162,Kulczynski,3,0.9224001240305588,0.9225,1,['Period_band_r'],0.8982549880710256
163,Kulczynski,4,0.9224001240305588,0.9225,1,['Period_band_r'],0.8982549880710256
164,Kulczynski,5,0.9224001240305588,0.9225,1,['Period_band_r'],0.8982549880710256
165,Kulczynski,6,0.9224001240305588,0.9225,1,['Period_band_r'],0.8982549880710256
166,Kulczynski,7,0.9224001240305588,0.9225,1,['Period_band_r'],0.8982549880710256
167,Kulczynski,8,0.9224001240305588,0.9225,1,['Period_band_r'],0.8982549880710256
168,Kulczynski,9,0.9224001240305588,0.9225,1,['Period_band_r'],0.8982549880710256
169,Kulczynski,10,0.9224001240305588,0.9225,1,['Period_band_r'],0.8982549880710256
170,Add_Chisq,1,0.9380438617528605,0.9375,1,['Period_band_r'],0.9170106101469707
171,Add_Chisq,2,0.9380438617528605,0.9375,1,['Period_band_r'],0.9170106101469707
172,Add_Chisq,3,0.9380438617528605,0.9375,1,['Period_band_r'],0.9170106101469707
173,Add_Chisq,4,0.9380438617528605,0.9375,1,['Period_band_r'],0.9170106101469707
174,Add_Chisq,5,0.9380438617528605,0.9375,1,['Period_band_r'],0.9170106101469707
175,Add_Chisq,6,0.9380438617528605,0.9375,1,['Period_band_r'],0.9170106101469707
176,Add_Chisq,7,0.9380438617528605,0.9375,1,['Period_band_r'],0.9170106101469707
177,Add_Chisq,8,0.9380438617528605,0.9375,1,['Period_band_r'],0.9170106101469707
178,Add_Chisq,9,0.9380438617528605,0.9375,1,['Period_band_r'],0.9170106101469707
179,Add_Chisq,10,0.9380438617528605,0.9375,1,['Period_band_r'],0.9170106101469707
