,Feature_0,Feature_1,Feature_2
CEP,4.067889298887767,0.1188864159343743,0.492662289519294
DSCT,0.04008238528120864,0.07600240905915778,0.6457256843807007
RR,0.11960081021493729,0.09428552646287197,0.25198694097446417
RRc,0.0743474477895254,0.03402333783807887,0.40071393355426466
