,Feature_0,Feature_1,Feature_2,Feature_3
EA,0.0289423197699325,1.847938462936966,3.412379109527577,0.0008740570592272
NotEA,0.01802313453502095,-0.048056407727591954,-0.44170425740254227,0.0331900131804905
