Feature Name,Relative Importance
IAR_phi_r,0.0764227642276423
Gskew_r,0.02276422764227646
GP_DRW_sigma_r,0.018970189701897056
GP_DRW_tau_r,0.010298102981029855
Harmonics_mag_7_r,0.009214092140921448
Autocor_length_r,0.007588075880758838
Harmonics_phase_6_r,0.006775067750677544
Harmonics_phase_4_r,0.006504065040650442
Psi_eta_r,0.005420054200542046
MHPS_ratio_r,0.0040650406504065375
SmallKurtosis_r,0.0040650406504065375
LinearTrend_r,0.003252032520325221
ExcessVar_r,0.0027100271002710396
Psi_CS_r,0.0027100271002710175
Amplitude_r,0.002439024390243916
Beyond1Std_r,0.002168021680216814
Harmonics_mag_6_r,0.0018970189701897344
Harmonics_phase_2_r,0.001084010840108407
Harmonics_mag_1_r,0.0008130081300813163
MedianBRP_r,0.0005420054200542035
AndersonDarling_r,0.0005420054200542035
Skew_r,0.00027100271002711285
Rcs_r,1.1102230246251566e-17
Mean_r,0.0
Harmonics_phase_5_r,0.0
Eta_e_r,-0.00027100271002707956
Pvar_r,-0.00027100271002710173
Q31_r,-0.0005420054200541924
PercentAmplitude_r,-0.0010840108401083738
StetsonK_r,-0.0010840108401083959
Harmonics_phase_7_r,-0.0035230352303522784
Harmonics_mag_2_r,-0.0035230352303522784
Harmonics_phase_3_r,-0.00379403794037938
SF_ML_gamma_r,-0.00379403794037938
MHPS_low_r,-0.005691056910569081
Period_band_r,-0.006775067750677455
