,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6
CEP,6.393705273550724,0.07642482525761074,0.8500338455322888,0.0005946398695304,11.40612050097735,1.8656477447856088,0.07674370360963094
DSCT,0.03808250056065442,0.3710812235963879,1.0745090761166591,0.09024260677204073,6.245074904250968,1.4993253413402303,0.03831311103374435
RR,0.9485755304729404,0.0641284935229692,0.21951032305559803,0.001634683136194934,7.346112067193324,1.4501724367290878,0.05076978595801198
RRc,0.12029004608861395,0.035221127372820155,0.8790378120406519,0.043844974385329,3.2158660393238137,1.5382668085162075,0.04578919536006233
