,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6
CEP,3.296322016473539,0.19435455393628,1.865855828620352,1.0,1.0,15.12521769192982,0.158732616496395
DSCT,0.08675898859224579,0.045274614581281,2.346768817273748,0.9999999999999547,1.0,16.47115220270517,0.1058447001630966
RR,0.58038310209606,0.2426150335892992,2.198345111183935,1.0,1.0,17.07070844128765,0.07568355919265604
RRc,0.3331988806963707,0.17066169108689386,1.531788708320059,1.0,1.0,17.196294362102712,0.08115986952202031
