Feature Name,Relative Importance
Beyond1Std_r,0.060162601626016235
Skew_r,0.03902439024390242
StetsonK_r,0.032791327913279114
GP_DRW_tau_r,0.03224932249322491
Period_band_r,0.026829268292682895
Gskew_r,0.026016260162601623
MHPS_ratio_r,0.019512195121951192
Harmonics_phase_2_r,0.01897018970189701
MHPS_low_r,0.016260162601625983
AndersonDarling_r,0.011382113821138184
IAR_phi_r,0.008130081300812986
SF_ML_gamma_r,0.004336043360433595
PercentAmplitude_r,0.002981029810298097
Harmonics_mag_1_r,0.0016260162601625882
Harmonics_phase_7_r,0.0013550135501354977
Autocor_length_r,0.0005420054200542035
MHPS_high_r,0.0002710027100270906
SmallKurtosis_r,0.0
Pvar_r,0.0
Amplitude_r,-0.00027100271002712396
Eta_e_r,-0.0005420054200542035
Psi_CS_r,-0.0016260162601626105
LinearTrend_r,-0.0016260162601626105
Harmonics_phase_4_r,-0.002168021680216814
Rcs_r,-0.0027100271002710175
Harmonics_phase_3_r,-0.0037940379403794354
Mean_r,-0.005962059620596238
Harmonics_phase_6_r,-0.007588075880758838
Psi_eta_r,-0.00785907859078594
Harmonics_phase_5_r,-0.008401084010840143
