Feature Name,Relative Importance
Period_band_r,0.007869742198100377
Gskew_r,0.00732700135685207
MHPS_high_r,0.006919945725915849
Amplitude_r,0.006919945725915843
AndersonDarling_r,0.006105834464043397
Harmonics_mag_1_r,0.0059701492537313165
Harmonics_phase_2_r,0.005834464043419241
PercentAmplitude_r,0.005020352781546789
Harmonics_phase_3_r,0.004341926729986412
Eta_e_r,0.00379918588873811
MHPS_low_r,0.0035278154681139596
Skew_r,0.003392130257801884
Rcs_r,0.0032564450474898087
Psi_eta_r,0.0032564450474898087
StetsonK_r,0.0029850746268656582
Harmonics_phase_4_r,0.0027137042062415073
Psi_CS_r,0.002578018995929432
Harmonics_mag_7_r,0.0023066485753052814
IAR_phi_r,0.0023066485753052814
MedianBRP_r,0.0020352781546811305
Harmonics_phase_6_r,0.0016282225237449043
Beyond1Std_r,0.0016282225237449043
Harmonics_phase_5_r,0.0013568521031207537
Mean_r,0.0013568521031207537
LinearTrend_r,0.0012211668928086782
MHPS_ratio_r,0.001085481682496603
Autocor_length_r,0.0008141112618724522
SmallKurtosis_r,0.0008141112618724522
SF_ML_gamma_r,0.00027137042062414516
GP_DRW_tau_r,-0.00040705563093623167
Harmonics_phase_7_r,-0.0009497964721845332
