Feature Name,Relative Importance
SmallKurtosis_r,0.04336043360433606
Skew_r,0.039837398373983736
Gskew_r,0.03360433604336044
LinearTrend_r,0.012195121951219523
SF_ML_gamma_r,0.0043360433604336165
Beyond1Std_r,0.004065040650406526
Harmonics_phase_3_r,0.0035230352303523226
StetsonK_r,0.002981029810298119
MHPS_high_r,0.0027100271002710175
Amplitude_r,0.0027100271002710175
Harmonics_phase_4_r,0.002439024390243916
GP_DRW_tau_r,0.0008130081300813053
Psi_CS_r,0.0008130081300813053
Harmonics_phase_6_r,0.0005420054200542035
Rcs_r,0.00027100271002710173
Pvar_r,0.0
Mean_r,0.0
Harmonics_phase_7_r,0.0
AndersonDarling_r,0.0
Autocor_length_r,0.0
Psi_eta_r,-0.0005420054200542035
Harmonics_mag_1_r,-0.0008130081300813053
PercentAmplitude_r,-0.0013550135501354977
Harmonics_phase_5_r,-0.0013550135501355087
MHPS_low_r,-0.002168021680216814
Harmonics_phase_2_r,-0.0024390243902439046
Eta_e_r,-0.002439024390243916
Period_band_r,-0.0027100271002710175
MHPS_ratio_r,-0.0027100271002710175
IAR_phi_r,-0.002981029810298119
