Feature Name,Relative Importance
Psi_eta_r,0.0002710027100270962
AndersonDarling_r,0.0002710027100270962
Beyond1Std_r,0.0002710027100270851
Mean_r,0.0
Pvar_r,0.0
Harmonics_phase_7_r,0.0
Amplitude_r,-1.1102230246251566e-17
MHPS_ratio_r,-2.7755575615628914e-17
PercentAmplitude_r,-0.00027100271002710173
Eta_e_r,-0.00027100271002710173
Autocor_length_r,-0.0002710027100271073
MHPS_low_r,-0.0002710027100271184
Harmonics_phase_6_r,-0.0005420054200542035
Harmonics_phase_5_r,-0.0008130081300813053
SmallKurtosis_r,-0.0008130081300813275
Harmonics_mag_1_r,-0.001084010840108407
StetsonK_r,-0.001084010840108407
Harmonics_phase_4_r,-0.001084010840108418
Rcs_r,-0.0013550135501355087
MHPS_high_r,-0.0013550135501355144
IAR_phi_r,-0.0013550135501355254
Period_band_r,-0.0018970189701897177
LinearTrend_r,-0.0018970189701897234
Psi_CS_r,-0.002439024390243916
GP_DRW_tau_r,-0.0024390243902439267
SF_ML_gamma_r,-0.004878048780487826
Harmonics_phase_3_r,-0.005691056910569131
Harmonics_phase_2_r,-0.010027100271002731
Skew_r,-0.017886178861788626
Gskew_r,-0.01978319783197834
