,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16
EA,0.01583581414735249,1.4241753538399955,0.06605897772782161,0.40002252037145875,1.8188996138564815,2.2442844817991046,2.0347682232242206,13.128185181460744,0.06046154505792814,0.24559000916906518,0.25597399402421384,1.6515230968068944,0.060305937749574795,1.052110189249069,8.199950123334173,0.1118544080960363,4.580546175470001e-05
NotEA,0.7114227311600273,151.27728273441338,0.06328985080207691,0.5205098179385621,5.020344870431474,1.7611958314767813,1.9087820182497188,17.993758465720056,0.07477411323780607,0.41471174043782044,0.5062677981124083,1.8410728207924871,0.09094465065108158,1.3882348043202308,27.51563352863034,0.4142509050802268,0.00027571958798947336
