,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4
EA,3.0160098701554947,0.122548019605115,1.8855606133935103,3.61307140405876,0.0008384108227449
NotEA,3.2212021118864103,0.14264376620402835,-0.027024962402854,-0.36102557879408453,0.02393522928318985
