,Feature_0,Feature_1,Feature_2,Feature_3
EA,3.3780465997199407,1.8855606133935103,3.61307140405876,0.7003649658318671
NotEA,3.1766270042456446,-0.027024962402854,-0.36102557879408453,0.8298492552732031
